scenario,baseline_source_key,future_source_key,climate_year,month,month_name,n_days,T_future_year_month_C,T_future_climatology_C,T_baseline_climatology_C,T_anomaly_from_future_climatology_C,delta_T_vs_baseline_C,I_future_year_month_W_m2,I_future_climatology_W_m2,I_baseline_climatology_W_m2,solar_factor_from_future_climatology,alpha_solar_vs_baseline
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,1,Jan,31,2.6097341230,2.6943410074,1.7957961872,-0.0846068844,0.8139379358,33.4375992283,40.6791874047,42.5869557046,0.8219829687,0.7851605891
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,2,Feb,28,6.2856449672,3.3975578376,3.0929604117,2.8880871297,3.1926845555,66.0317642008,75.8368092174,74.8429392060,0.8707086293,0.8822711254
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,3,Mar,31,7.3331552813,5.5815658077,5.0967490576,1.7515894736,2.2364062237,119.5433601872,129.8170965287,125.0433126880,0.9208599128,0.9560156206
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,4,Apr,30,8.5063903809,8.4885364787,8.0480799357,0.0178539022,0.4583104451,192.0576098124,186.6435160764,186.6332404878,1.0290076711,1.0290643259
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,5,May,31,11.7101330173,12.4787548434,12.0360725649,-0.7686218262,-0.3259395476,244.3204567202,233.8403748851,229.6832564433,1.0448172470,1.0637277636
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,6,Jun,30,16.3410339355,17.1165529378,15.6402433042,-0.7755190023,0.7007906313,262.3771102905,264.8489715068,247.6565505981,0.9906669027,1.0594394118
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,7,Jul,31,18.6579341765,19.4439457555,18.4576538195,-0.7860115790,0.2002803570,246.5344329342,253.0701313665,241.8669664526,0.9741743587,1.0192976600
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,8,Aug,31,19.6353944840,18.3206846176,17.3057840764,1.3147098664,2.3296104076,222.5265968077,210.0941444274,200.3741050604,1.0591756254,1.1105556616
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,9,Sep,30,15.6636932373,15.7396522013,14.0821400960,-0.0759589640,1.5815531413,162.6622422536,161.8730135059,147.0572719274,1.0048756042,1.1061149178
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,10,Oct,31,10.3387350759,10.7046151930,9.3654102284,-0.3658801171,0.9733248475,90.2024335554,92.6218056925,93.3699747773,0.9738790221,0.9660753767
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,11,Nov,30,5.2277313232,6.2188676961,5.1265518754,-0.9911363729,0.1011794479,50.2953677813,48.0827840439,47.7732664947,1.0460161320,1.0527931513
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2041,12,Dec,31,2.0271801364,3.8753258490,3.0573598882,-1.8481457126,-1.0301797518,33.5122279198,30.8385268646,31.2937752367,1.0867000252,1.0708911810
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,1,Jan,31,2.9587794150,2.6943410074,1.7957961872,0.2644384076,1.1629832278,30.5380496210,40.6791874047,42.5869557046,0.7507045143,0.7170751963
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,2,Feb,28,4.9921737671,3.3975578376,3.0929604117,1.5946159295,1.8992133554,67.2686120101,75.8368092174,74.8429392060,0.8870179627,0.8987970372
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,3,Mar,31,6.2897533786,5.5815658077,5.0967490576,0.7081875709,1.1930043210,113.6951084137,129.8170965287,125.0433126880,0.8758099777,0.9092458123
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,4,Apr,30,7.9941579183,8.4885364787,8.0480799357,-0.4943785604,-0.0539220174,168.2003987630,186.6435160764,186.6332404878,0.9011853307,0.9012349479
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,5,May,31,11.3212632702,12.4787548434,12.0360725649,-1.1574915732,-0.7148092947,224.7857611872,233.8403748851,229.6832564433,0.9612786556,0.9786771777
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,6,Jun,30,15.5272267660,17.1165529378,15.6402433042,-1.5893261719,-0.1130165383,238.5786079407,264.8489715068,247.6565505981,0.9008100223,0.9633446293
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,7,Jul,31,19.2547969695,19.4439457555,18.4576538195,-0.1891487860,0.7971431500,260.3606665827,253.0701313665,241.8669664526,1.0288083591,1.0764622817
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,8,Aug,31,21.5225207913,18.3206846176,17.3057840764,3.2018361738,4.2167367149,245.8975835000,210.0941444274,200.3741050604,1.1704161683,1.2271924230
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,9,Sep,30,14.4226837158,15.7396522013,14.0821400960,-1.3169684855,0.3405436198,152.0154075623,161.8730135059,147.0572719274,0.9391028453,1.0337156780
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,10,Oct,31,10.6231244487,10.7046151930,9.3654102284,-0.0814907443,1.2577142203,74.2168076423,92.6218056925,93.3699747773,0.8012887148,0.7948680271
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,11,Nov,30,4.8124684652,6.2188676961,5.1265518754,-1.4063992310,-0.3140834102,59.0755864461,48.0827840439,47.7732664947,1.2286224190,1.2365825237
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2042,12,Dec,31,4.6662802419,3.8753258490,3.0573598882,0.7909543930,1.6089203537,27.8811315260,30.8385268646,31.2937752367,0.9041006287,0.8909481619
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,1,Jan,31,1.9695009293,2.6943410074,1.7957961872,-0.7248400780,0.1737047421,49.0962108181,40.6791874047,42.5869557046,1.2069122800,1.1528462180
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,2,Feb,28,4.3664500645,3.3975578376,3.0929604117,0.9688922270,1.2734896528,70.1910933086,75.8368092174,74.8429392060,0.9255544113,0.9378452270
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,3,Mar,31,5.1840257214,5.5815658077,5.0967490576,-0.3975400863,0.0872766638,119.9371577847,129.8170965287,125.0433126880,0.9238933930,0.9591649102
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,4,Apr,30,8.7735758463,8.4885364787,8.0480799357,0.2850393677,0.7254959106,220.5260346731,186.6435160764,186.6332404878,1.1815360068,1.1816010594
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,5,May,31,14.7002374464,12.4787548434,12.0360725649,2.2214826030,2.6641648815,243.4331260189,233.8403748851,229.6832564433,1.0410226469,1.0598644838
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,6,Jun,30,17.0864593506,17.1165529378,15.6402433042,-0.0300935872,1.4462160464,232.2919965108,264.8489715068,247.6565505981,0.8770734324,0.9379602355
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,7,Jul,31,22.8835673671,19.4439457555,18.4576538195,3.4396216116,4.4259135475,273.1434353244,253.0701313665,241.8669664526,1.0793191352,1.1293126934
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,8,Aug,31,15.8034321447,18.3206846176,17.3057840764,-2.5172524729,-1.5023519318,204.0195671820,210.0941444274,200.3741050604,0.9710864039,1.0181932796
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,9,Sep,30,14.4583587646,15.7396522013,14.0821400960,-1.2812934367,0.3762186686,158.6783110936,161.8730135059,147.0572719274,0.9802641444,1.0790239001
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,10,Oct,31,10.1665361958,10.7046151930,9.3654102284,-0.5380789972,0.8011259674,94.9351232590,92.6218056925,93.3699747773,1.0249759498,1.0167628671
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,11,Nov,30,8.1221181234,6.2188676961,5.1265518754,1.9032504272,2.9955662480,46.8516736984,48.0827840439,47.7732664947,0.9743960261,0.9807090270
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2043,12,Dec,31,4.9718803160,3.8753258490,3.0573598882,1.0965544670,1.9145204277,34.9473094171,30.8385268646,31.2937752367,1.1332353705,1.1167495501
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,1,Jan,31,1.3698364258,2.6943410074,1.7957961872,-1.3245045816,-0.4259597614,44.0297107081,40.6791874047,42.5869557046,1.0823645583,1.0338778619
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,2,Feb,29,1.3702510439,3.3975578376,3.0929604117,-2.0273067936,-1.7227093678,89.7202165867,75.8368092174,74.8429392060,1.1830695082,1.1987799723
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,3,Mar,31,5.0211140294,5.5815658077,5.0967490576,-0.5604517783,-0.0756350282,129.1716532553,129.8170965287,125.0433126880,0.9950280565,1.0330152847
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,4,Apr,30,10.4808451335,8.4885364787,8.0480799357,1.9923086548,2.4327651978,163.5587285360,186.6435160764,186.6332404878,0.8763161559,0.8763644038
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,5,May,31,12.8026367188,12.4787548434,12.0360725649,0.3238818753,0.7665641539,229.5001860588,233.8403748851,229.6832564433,0.9814395233,0.9992029441
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,6,Jun,30,14.8767862956,17.1165529378,15.6402433042,-2.2397666423,-0.7634570087,254.3297373454,264.8489715068,247.6565505981,0.9602821408,1.0269453270
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,7,Jul,31,21.2456446494,19.4439457555,18.4576538195,1.8016988939,2.7879908299,273.2880711709,253.0701313665,241.8669664526,1.0798906599,1.1299106909
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,8,Aug,31,16.7145944903,18.3206846176,17.3057840764,-1.6060901273,-0.5911895861,180.3252115557,210.0941444274,200.3741050604,0.8583066989,0.8999426922
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,9,Sep,30,17.2581675212,15.7396522013,14.0821400960,1.5185153198,3.1760274251,192.1704744975,161.8730135059,147.0572719274,1.1871680791,1.3067730142
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,10,Oct,31,10.2413505308,10.7046151930,9.3654102284,-0.4632646622,0.8759403024,76.5840404880,92.6218056925,93.3699747773,0.8268467659,0.8202212828
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,11,Nov,30,6.7403452555,6.2188676961,5.1265518754,0.5214775594,1.6137933802,47.9451424917,48.0827840439,47.7732664947,0.9971374047,1.0035977443
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2044,12,Dec,31,3.6745790543,3.8753258490,3.0573598882,-0.2007467947,0.6172191661,28.4617581906,30.8385268646,31.2937752367,0.9229285924,0.9095022245
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,1,Jan,31,4.3950449298,2.6943410074,1.7957961872,1.7007039224,2.5992487425,35.2702330159,40.6791874047,42.5869557046,0.8670338634,0.8281933384
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,2,Feb,28,2.7609366281,3.3975578376,3.0929604117,-0.6366212095,-0.3320237837,84.5569334030,75.8368092174,74.8429392060,1.1149853782,1.1297917252
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,3,Mar,31,5.6531694966,5.5815658077,5.0967490576,0.0716036889,0.5564204390,126.0262456094,129.8170965287,125.0433126880,0.9707985233,1.0078607396
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,4,Apr,30,9.4010874430,8.4885364787,8.0480799357,0.9125509644,1.3530075073,176.4332136790,186.6435160764,186.6332404878,0.9452951669,0.9453472126
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,5,May,31,14.9101826329,12.4787548434,12.0360725649,2.4314277895,2.8741100681,258.7387129261,233.8403748851,229.6832564433,1.1064757874,1.1265022838
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,6,Jun,30,18.2830708822,17.1165529378,15.6402433042,1.1665179443,2.6428275780,288.1532491048,264.8489715068,247.6565505981,1.0879908178,1.1635195936
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,7,Jul,31,18.6143176663,19.4439457555,18.4576538195,-0.8296280892,0.1566638468,239.8638918477,253.0701313665,241.8669664526,0.9478158902,0.9917182795
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,8,Aug,31,18.8737141271,18.3206846176,17.3057840764,0.5530295095,1.5679300506,215.4316886163,210.0941444274,200.3741050604,1.0254054876,1.0751473528
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,9,Sep,30,14.8361043294,15.7396522013,14.0821400960,-0.9035478719,0.7539642334,178.7101580302,161.8730135059,147.0572719274,1.1040145245,1.2152418965
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,10,Oct,31,11.2337103075,10.7046151930,9.3654102284,0.5290951144,1.8683000790,93.1395266133,92.6218056925,93.3699747773,1.0055896224,0.9975318815
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,11,Nov,30,5.1809997559,6.2188676961,5.1265518754,-1.0378679403,0.0544478805,36.5488921483,48.0827840439,47.7732664947,0.7601242914,0.7650490500
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2045,12,Dec,31,4.4786739226,3.8753258490,3.0573598882,0.6033480736,1.4213140344,28.2838155531,30.8385268646,31.2937752367,0.9171584517,0.9038160254
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,1,Jan,31,2.1970714938,2.6943410074,1.7957961872,-0.4972695135,0.4012753066,47.4371544930,40.6791874047,42.5869557046,1.1661283698,1.1138893050
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,2,Feb,28,3.3404229300,3.3975578376,3.0929604117,-0.0571349075,0.2474625183,68.6280885424,75.8368092174,74.8429392060,0.9049443041,0.9169614298
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,3,Mar,31,7.4582291142,5.5815658077,5.0967490576,1.8766633065,2.3614800566,157.0255835748,129.8170965287,125.0433126880,1.2095909381,1.2557695426
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,4,Apr,30,8.2516062419,8.4885364787,8.0480799357,-0.2369302368,0.2035263061,197.2026598612,186.6435160764,186.6332404878,1.0565738581,1.0566320305
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,5,May,31,11.1623562720,12.4787548434,12.0360725649,-1.3163985714,-0.8737162929,226.6025430003,233.8403748851,229.6832564433,0.9690479803,0.9865871222
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,6,Jun,30,18.8271138509,17.1165529378,15.6402433042,1.7105609131,3.1868705467,281.2661855062,264.8489715068,247.6565505981,1.0619870785,1.1357106639
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,7,Jul,31,20.5989702778,19.4439457555,18.4576538195,1.1550245224,2.1413164583,278.0287086733,253.0701313665,241.8669664526,1.0986231649,1.1495108768
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,8,Aug,31,15.6016292449,18.3206846176,17.3057840764,-2.7190553727,-1.7041548315,180.9000401651,210.0941444274,200.3741050604,0.8610427514,0.9028114691
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,9,Sep,30,16.1677602132,15.7396522013,14.0821400960,0.4281080119,2.0856201172,134.9206715902,161.8730135059,147.0572719274,0.8334970028,0.9174702469
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,10,Oct,31,9.8739051081,10.7046151930,9.3654102284,-0.8307100850,0.5084948796,98.9031244093,92.6218056925,93.3699747773,1.0678168458,1.0592604812
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,11,Nov,30,8.0601023356,6.2188676961,5.1265518754,1.8412346395,2.9335504602,40.9874082883,48.0827840439,47.7732664947,0.8524341738,0.8579569976
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2046,12,Dec,31,2.4597451487,3.8753258490,3.0573598882,-1.4155807003,-0.5976147395,32.2792371781,30.8385268646,31.2937752367,1.0467178708,1.0314906698
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,1,Jan,31,2.9601399083,2.6943410074,1.7957961872,0.2657989010,1.1643437211,36.1128734466,40.6791874047,42.5869557046,0.8877481521,0.8479796888
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,2,Feb,28,4.8241886684,3.3975578376,3.0929604117,1.4266308308,1.7312282567,73.1225947993,75.8368092174,74.8429392060,0.9642098020,0.9770139385
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,3,Mar,31,3.6833041283,5.5815658077,5.0967490576,-1.8982616794,-1.4134449292,126.9242385126,129.8170965287,125.0433126880,0.9777158934,1.0150421945
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,4,Apr,30,7.9932362874,8.4885364787,8.0480799357,-0.4953001912,-0.0548436483,180.7033856710,186.6435160764,186.6332404878,0.9681739257,0.9682272311
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,5,May,31,10.1660085371,12.4787548434,12.0360725649,-2.3127463064,-1.8700640278,197.8068707374,233.8403748851,229.6832564433,0.8459055492,0.8612158927
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,6,Jun,30,13.9433827718,17.1165529378,15.6402433042,-3.1731701660,-1.6968605324,256.8023325602,264.8489715068,247.6565505981,0.9696180095,1.0369292956
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,7,Jul,31,20.5548615486,19.4439457555,18.4576538195,1.1109157931,2.0972077291,272.2386536137,253.0701313665,241.8669664526,1.0757439139,1.1255718696
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,8,Aug,31,19.5124401462,18.3206846176,17.3057840764,1.1917555286,2.2066560697,210.1299492621,210.0941444274,200.3741050604,1.0001704228,1.0486881486
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,9,Sep,30,18.2428609212,15.7396522013,14.0821400960,2.5032087199,4.1607208252,200.4575256348,161.8730135059,147.0572719274,1.2383628456,1.3631255565
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,10,Oct,31,10.1833553191,10.7046151930,9.3654102284,-0.5212598739,0.8179450907,93.9880292339,92.6218056925,93.3699747773,1.0147505604,1.0066194133
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,11,Nov,30,7.1910705566,6.2188676961,5.1265518754,0.9722028605,2.0645186813,44.3802212397,48.0827840439,47.7732664947,0.9229960811,0.9289760675
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2047,12,Dec,31,4.0051287251,3.8753258490,3.0573598882,0.1298028761,0.9477688369,28.4697270393,30.8385268646,31.2937752367,0.9231869980,0.9097568709
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,1,Jan,31,3.7859495101,2.6943410074,1.7957961872,1.0916085028,1.9901533229,43.3106173700,40.6791874047,42.5869557046,1.0646873778,1.0169925662
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,2,Feb,29,2.6100781671,3.3975578376,3.0929604117,-0.7874796705,-0.4828822446,81.4536433384,75.8368092174,74.8429392060,1.0740647474,1.0883276927
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,3,Mar,31,5.5239944950,5.5815658077,5.0967490576,-0.0575713127,0.4272454375,136.8452590204,129.8170965287,125.0433126880,1.0541389592,1.0943828669
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,4,Apr,30,7.8994537354,8.4885364787,8.0480799357,-0.5890827433,-0.1486262004,164.1724721273,186.6435160764,186.6332404878,0.8796044758,0.8796529048
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,5,May,31,14.6742138278,12.4787548434,12.0360725649,2.1954589844,2.6381412629,247.9737066453,233.8403748851,229.6832564433,1.0604400834,1.0796333633
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,6,Jun,30,13.6265625000,17.1165529378,15.6402433042,-3.4899904378,-2.0136808042,261.2087534587,264.8489715068,247.6565505981,0.9862554949,1.0547217622
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,7,Jul,31,16.6860083795,19.4439457555,18.4576538195,-2.7579373760,-1.7716454400,248.5789228870,253.0701313665,241.8669664526,0.9822531073,1.0277506124
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,8,Aug,31,16.9948777722,18.3206846176,17.3057840764,-1.3258068454,-0.3109063043,203.7829049633,210.0941444274,200.3741050604,0.9699599459,1.0170121778
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,9,Sep,30,14.2012685140,15.7396522013,14.0821400960,-1.5383836873,0.1191284180,166.8482852936,161.8730135059,147.0572719274,1.0307356469,1.1345803108
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,10,Oct,31,10.4883539015,10.7046151930,9.3654102284,-0.2162612915,1.1229436731,108.8368735775,92.6218056925,93.3699747773,1.1750674991,1.1656517402
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,11,Nov,30,4.7049631755,6.2188676961,5.1265518754,-1.5139045207,-0.4215886999,44.3466406822,48.0827840439,47.7732664947,0.9222976906,0.9282731522
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2048,12,Dec,31,4.6249249858,3.8753258490,3.0573598882,0.7495991368,1.5675650976,29.9189391290,30.8385268646,31.2937752367,0.9701805557,0.9560667865
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,1,Jan,31,4.7201605028,2.6943410074,1.7957961872,2.0258194954,2.9243643156,42.7685613632,40.6791874047,42.5869557046,1.0513622344,1.0042643494
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,2,Feb,28,3.8921458653,3.3975578376,3.0929604117,0.4945880277,0.7991854536,72.6399208137,75.8368092174,74.8429392060,0.9578451620,0.9705647798
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,3,Mar,31,6.6762378323,5.5815658077,5.0967490576,1.0946720246,1.5794887748,137.1938978626,129.8170965287,125.0433126880,1.0568245750,1.0971710115
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,4,Apr,30,6.2579071045,8.4885364787,8.0480799357,-2.2306293742,-1.7901728312,160.7007906596,186.6435160764,186.6332404878,0.8610038754,0.8610512803
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,5,May,31,11.6048582016,12.4787548434,12.0360725649,-0.8738966419,-0.4312143633,241.2931653915,233.8403748851,229.6832564433,1.0318712733,1.0505474762
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,6,Jun,30,20.0547637939,17.1165529378,15.6402433042,2.9382108561,4.4145204897,284.2294158936,264.8489715068,247.6565505981,1.0731754565,1.1476757437
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,7,Jul,31,20.3540745889,19.4439457555,18.4576538195,0.9101288334,1.8964207694,258.6484141196,253.0701313665,241.8669664526,1.0220424383,1.0693829666
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,8,Aug,31,20.2293128229,18.3206846176,17.3057840764,1.9086282053,2.9235287465,234.2751302411,210.0941444274,200.3741050604,1.1150959532,1.1691886542
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,9,Sep,30,15.5690277100,15.7396522013,14.0821400960,-0.1706244914,1.4868876139,161.0530948639,161.8730135059,147.0572719274,0.9949348034,1.0951726001
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,10,Oct,31,11.0091403100,10.7046151930,9.3654102284,0.3045251170,1.6437300815,93.2272677268,92.6218056925,93.3699747773,1.0065369276,0.9984715959
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,11,Nov,30,6.4603790283,6.2188676961,5.1265518754,0.2415113322,1.3338271530,49.1011356989,48.0827840439,47.7732664947,1.0211791325,1.0277952357
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2049,12,Dec,31,1.6981573289,3.8753258490,3.0573598882,-2.1771685200,-1.3592025593,35.1550920856,30.8385268646,31.2937752367,1.1399731330,1.1233892945
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,1,Jan,31,-2.1176326629,2.6943410074,1.7957961872,-4.8119736702,-3.9134288501,49.3688208057,40.6791874047,42.5869557046,1.2136137410,1.1592474735
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,2,Feb,28,0.8621601650,3.3975578376,3.0929604117,-2.5353976726,-2.2308002468,90.5892335347,75.8368092174,74.8429392060,1.1945285471,1.2103911805
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,3,Mar,31,3.6021224483,5.5815658077,5.0967490576,-1.9794433594,-1.4946266092,127.7888576138,129.8170965287,125.0433126880,0.9843761803,1.0219567514
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,4,Apr,30,10.6893198649,8.4885364787,8.0480799357,2.2007833862,2.6412399292,201.9066708883,186.6435160764,186.6332404878,1.0817770429,1.0818366030
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,5,May,31,10.8097000614,12.4787548434,12.0360725649,-1.6690547820,-1.2263725035,252.5045791134,233.8403748851,229.6832564433,1.0798160037,1.0993599752
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,6,Jun,30,16.2473266602,17.1165529378,15.6402433042,-0.8692262777,0.6070833559,276.4357772827,264.8489715068,247.6565505981,1.0437487286,1.1162062001
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,7,Jul,31,17.2437820927,19.4439457555,18.4576538195,-2.2001636628,-1.2138717269,238.2342578519,253.0701313665,241.8669664526,0.9413764341,0.9849805509
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,8,Aug,31,16.7324590868,18.3206846176,17.3057840764,-1.5882255308,-0.5733249897,193.3777655325,210.0941444274,200.3741050604,0.9204338658,0.9650836143
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,9,Sep,30,16.8213775635,15.7396522013,14.0821400960,1.0817253621,2.7392374674,182.9889241536,161.8730135059,147.0572719274,1.1304473809,1.2443378131
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,10,Oct,31,11.3881794591,10.7046151930,9.3654102284,0.6835642661,2.0227692307,88.1376644258,92.6218056925,93.3699747773,0.9515865488,0.9439615319
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,11,Nov,30,5.1931559245,6.2188676961,5.1265518754,-1.0257117716,0.0666040491,46.5907636484,48.0827840439,47.7732664947,0.9689697586,0.9752476032
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2050,12,Dec,31,6.0611914850,3.8753258490,3.0573598882,2.1858656360,3.0038315968,26.5119382335,30.8385268646,31.2937752367,0.8597018382,0.8471952659
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,1,Jan,31,1.7998901367,2.6943410074,1.7957961872,-0.8944508706,0.0040939495,42.3538619626,40.6791874047,42.5869557046,1.0411678469,0.9945266400
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,2,Feb,28,2.1556259155,3.3975578376,3.0929604117,-1.2419319220,-0.9373344962,61.9617765972,75.8368092174,74.8429392060,0.8170409230,0.8278907437
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,3,Mar,31,6.6365935295,5.5815658077,5.0967490576,1.0550277218,1.5398444719,129.3468718990,129.8170965287,125.0433126880,0.9963777912,1.0344165483
