scenario,baseline_source_key,future_source_key,climate_year,month,month_name,n_days,T_future_year_month_C,T_future_climatology_C,T_baseline_climatology_C,T_anomaly_from_future_climatology_C,delta_T_vs_baseline_C,I_future_year_month_W_m2,I_future_climatology_W_m2,I_baseline_climatology_W_m2,solar_factor_from_future_climatology,alpha_solar_vs_baseline
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,4,Apr,30,6.1276428223,8.4885364787,8.0480799357,-2.3608936564,-1.9204371135,163.5019340515,186.6435160764,186.6332404878,0.8760118620,0.8760600932
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,5,May,31,12.3710433468,12.4787548434,12.0360725649,-0.1077114967,0.3349707819,229.9250220022,233.8403748851,229.6832564433,0.9832563009,1.0010526042
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,6,Jun,30,15.6184692383,17.1165529378,15.6402433042,-1.4980836996,-0.0217740659,242.8498931885,264.8489715068,247.6565505981,0.9169372711,0.9805914384
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,7,Jul,31,16.7136386010,19.4439457555,18.4576538195,-2.7303071545,-1.7440152185,213.5952619122,253.0701313665,241.8669664526,0.8440160866,0.8831105175
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,8,Aug,31,17.0793750394,18.3206846176,17.3057840764,-1.2413095782,-0.2264090371,195.9348891474,210.0941444274,200.3741050604,0.9326051884,0.9778453612
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,9,Sep,30,16.0397776286,15.7396522013,14.0821400960,0.3001254272,1.9576375326,148.9393984477,161.8730135059,147.0572719274,0.9201002392,1.0127985954
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,10,Oct,31,9.6683574061,10.7046151930,9.3654102284,-1.0362577869,0.3029471777,102.9875050822,92.6218056925,93.3699747773,1.1119142443,1.1030045293
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,11,Nov,30,7.6826466878,6.2188676961,5.1265518754,1.4637789917,2.5560948125,47.0930479685,48.0827840439,47.7732664947,0.9794159990,0.9857615236
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2051,12,Dec,31,1.4879040134,3.8753258490,3.0573598882,-2.3874218356,-1.5694558749,31.0069401649,30.8385268646,31.2937752367,1.0054611331,0.9908341173
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,1,Jan,31,1.3714125110,2.6943410074,1.7957961872,-1.3229284963,-0.4243836762,38.3503295222,40.6791874047,42.5869557046,0.9427506292,0.9005182194
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,2,Feb,29,4.1610498889,3.3975578376,3.0929604117,0.7634920513,1.0680894771,70.3511561032,75.8368092174,74.8429392060,0.9276650327,0.9399838762
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,3,Mar,31,6.2634334441,5.5815658077,5.0967490576,0.6818676364,1.1666843865,162.1716671605,129.8170965287,125.0433126880,1.2492319694,1.2969239512
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,4,Apr,30,6.1838165283,8.4885364787,8.0480799357,-2.3047199504,-1.8642634074,184.6843811035,186.6435160764,186.6332404878,0.9895033323,0.9895578120
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,5,May,31,12.3213961694,12.4787548434,12.0360725649,-0.1573586741,0.2853236045,236.2149254583,233.8403748851,229.6832564433,1.0101545791,1.0284377238
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,6,Jun,30,17.8853780111,17.1165529378,15.6402433042,0.7688250732,2.2451347069,286.7079915365,264.8489715068,247.6565505981,1.0825339057,1.1576838603
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,7,Jul,31,20.5650662330,19.4439457555,18.4576538195,1.1211204775,2.1074124135,270.5878118700,253.0701313665,241.8669664526,1.0692206560,1.1187464574
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,8,Aug,31,21.7691166047,18.3206846176,17.3057840764,3.4484319872,4.4633325283,239.6366778958,210.0941444274,200.3741050604,1.1406156918,1.1959463416
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,9,Sep,30,17.5017049154,15.7396522013,14.0821400960,1.7620527140,3.4195648193,156.4040908813,161.8730135059,147.0572719274,0.9662147352,1.0635590395
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,10,Oct,31,12.6148472940,10.7046151930,9.3654102284,1.9102321010,3.2494370655,96.6967246763,92.6218056925,93.3699747773,1.0439952445,1.0356297611
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,11,Nov,30,5.3007385254,6.2188676961,5.1265518754,-0.9181291707,0.1741866500,49.0111692111,48.0827840439,47.7732664947,1.0193080577,1.0259120384
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2052,12,Dec,31,3.8234605358,3.8753258490,3.0573598882,-0.0518653131,0.7661006476,24.8795147865,30.8385268646,31.2937752367,0.8067672913,0.7950307880
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,1,Jan,31,2.3568438130,2.6943410074,1.7957961872,-0.3374971943,0.5610476258,40.3520735464,40.6791874047,42.5869557046,0.9919586924,0.9475219085
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,2,Feb,28,3.8734494890,3.3975578376,3.0929604117,0.4758916515,0.7804890773,80.7916049276,75.8368092174,74.8429392060,1.0653349707,1.0794819897
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,3,Mar,31,6.4363765594,5.5815658077,5.0967490576,0.8548107516,1.3396275018,105.4021295117,129.8170965287,125.0433126880,0.8119279535,0.8429249613
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,4,Apr,30,8.7024963379,8.4885364787,8.0480799357,0.2139598592,0.6544164022,227.0491963704,186.6435160764,186.6332404878,1.2164858504,1.2165528272
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,5,May,31,11.7225192162,12.4787548434,12.0360725649,-0.7562356272,-0.3135533487,238.9025124581,233.8403748851,229.6832564433,1.0216478338,1.0401389991
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,6,Jun,30,17.5379231771,17.1165529378,15.6402433042,0.4213702393,1.8976798729,265.0121208191,264.8489715068,247.6565505981,1.0006160089,1.0700791890
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,7,Jul,31,17.6973274477,19.4439457555,18.4576538195,-1.7466183078,-0.7603263718,232.3904463245,253.0701313665,241.8669664526,0.9182847658,0.9608192873
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,8,Aug,31,18.1984369093,18.3206846176,17.3057840764,-0.1222477082,0.8926528329,210.7222098074,210.0941444274,200.3741050604,1.0029894473,1.0516439225
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,9,Sep,30,16.1135823568,15.7396522013,14.0821400960,0.3739301554,2.0314422607,158.1025292714,161.8730135059,147.0572719274,0.9767071475,1.0751085424
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,10,Oct,31,12.2230764081,10.7046151930,9.3654102284,1.5184612151,2.8576661797,91.4818879404,92.6218056925,93.3699747773,0.9876927712,0.9797784369
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,11,Nov,30,6.6733703613,6.2188676961,5.1265518754,0.4545026652,1.5468184860,47.0631855329,48.0827840439,47.7732664947,0.9787949360,0.9851364369
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2053,12,Dec,31,4.9080651068,3.8753258490,3.0573598882,1.0327392578,1.8507052186,30.0026703035,30.8385268646,31.2937752367,0.9728957040,0.9587424360
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,1,Jan,31,0.7253829464,2.6943410074,1.7957961872,-1.9689580610,-1.0704132408,51.3025467780,40.6791874047,42.5869557046,1.2611497439,1.2046540057
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,2,Feb,28,2.5286095755,3.3975578376,3.0929604117,-0.8689482620,-0.5643508362,89.4160603796,75.8368092174,74.8429392060,1.1790588410,1.1947160457
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,3,Mar,31,5.9671934066,5.5815658077,5.0967490576,0.3856275989,0.8704443491,126.7060184479,129.8170965287,125.0433126880,0.9760349125,1.0132970386
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,4,Apr,30,8.6443206787,8.4885364787,8.0480799357,0.1557842000,0.5962407430,190.2332054138,186.6435160764,186.6332404878,1.0192328639,1.0192889804
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,5,May,31,12.6034406108,12.4787548434,12.0360725649,0.1246857674,0.5673680459,228.0669412921,233.8403748851,229.6832564433,0.9753103646,0.9929628516
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,6,Jun,30,17.3979888916,17.1165529378,15.6402433042,0.2814359538,1.7577455874,250.5439956665,264.8489715068,247.6565505981,0.9459881767,1.0116590700
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,7,Jul,31,19.9505593577,19.4439457555,18.4576538195,0.5066136022,1.4929055381,247.1624124589,253.0701313665,241.8669664526,0.9766558034,1.0218940440
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,8,Aug,31,18.1304181499,18.3206846176,17.3057840764,-0.1902664677,0.8246340735,214.6508311610,210.0941444274,200.3741050604,1.0216887850,1.0712503549
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,9,Sep,30,16.2974772135,15.7396522013,14.0821400960,0.5578250122,2.2153371175,150.3967356364,161.8730135059,147.0572719274,0.9291032049,1.0227085928
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,10,Oct,31,10.3838873094,10.7046151930,9.3654102284,-0.3207278836,1.0184770810,90.9535527383,92.6218056925,93.3699747773,0.9819885507,0.9741199240
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,11,Nov,30,3.3794087728,6.2188676961,5.1265518754,-2.8394589233,-1.7471431026,59.5934645335,48.0827840439,47.7732664947,1.2393929702,1.2474228560
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2054,12,Dec,31,4.4989031392,3.8753258490,3.0573598882,0.6235772902,1.4415432510,30.0866894260,30.8385268646,31.2937752367,0.9756201896,0.9614272870
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,1,Jan,31,3.4886886105,2.6943410074,1.7957961872,0.7943476031,1.6928924232,36.2085674040,40.6791874047,42.5869557046,0.8901005579,0.8502267139
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,2,Feb,28,2.8255107335,3.3975578376,3.0929604117,-0.5720471041,-0.2674496783,72.8244609833,75.8368092174,74.8429392060,0.9602785472,0.9730304790
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,3,Mar,31,6.0867504489,5.5815658077,5.0967490576,0.5051846412,0.9900013913,123.7533585948,129.8170965287,125.0433126880,0.9532901436,0.9896839418
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,4,Apr,30,6.3060780843,8.4885364787,8.0480799357,-2.1824583944,-1.7420018514,195.5188298543,186.6435160764,186.6332404878,1.0475522213,1.0476098971
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,5,May,31,13.4974668441,12.4787548434,12.0360725649,1.0187120007,1.4613942792,236.6539635197,233.8403748851,229.6832564433,1.0120320908,1.0303492174
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,6,Jun,30,18.5897349040,17.1165529378,15.6402433042,1.4731819661,2.9494915997,272.0209648132,264.8489715068,247.6565505981,1.0270795588,1.0983798497
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,7,Jul,31,16.7478803081,19.4439457555,18.4576538195,-2.6960654474,-1.7097735114,218.2292866861,253.0701313665,241.8669664526,0.8623273142,0.9022699126
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,8,Aug,31,16.1107490786,18.3206846176,17.3057840764,-2.2099355390,-1.1950349979,199.7401753087,210.0941444274,200.3741050604,0.9507174788,0.9968362691
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,9,Sep,30,14.3036285400,15.7396522013,14.0821400960,-1.4360236613,0.2214884440,147.6898338318,161.8730135059,147.0572719274,0.9123808264,1.0043014663
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,10,Oct,31,8.7836971160,10.7046151930,9.3654102284,-1.9209180770,-0.5817131125,83.6608226530,92.6218056925,93.3699747773,0.9032519073,0.8960141936
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,11,Nov,30,4.7339223226,6.2188676961,5.1265518754,-1.4849453735,-0.3926295528,52.3801116625,48.0827840439,47.7732664947,1.0893735191,1.0964314460
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2055,12,Dec,31,0.0283959173,3.8753258490,3.0573598882,-3.8469299316,-3.0289639709,33.5025663376,30.8385268646,31.2937752367,1.0863867293,1.0705824428
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,1,Jan,31,4.5266692131,2.6943410074,1.7957961872,1.8323282057,2.7308730259,32.7977598867,40.6791874047,42.5869557046,0.8062540572,0.7701362857
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,2,Feb,29,3.0763078361,3.3975578376,3.0929604117,-0.3212500015,-0.0166525757,75.7206389986,75.8368092174,74.8429392060,0.9984681552,1.0117272224
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,3,Mar,31,5.9685972152,5.5815658077,5.0967490576,0.3870314075,0.8718481577,145.8868693690,129.8170965287,125.0433126880,1.1237878005,1.1666906949
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,4,Apr,30,10.9328796387,8.4885364787,8.0480799357,2.4443431600,2.8847997030,214.9314614614,186.6435160764,186.6332404878,1.1515613614,1.1516247636
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,5,May,31,12.4191754741,12.4787548434,12.0360725649,-0.0595793693,0.3831029092,216.2099400182,233.8403748851,229.6832564433,0.9246048298,0.9413395794
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,6,Jun,30,18.8971201579,17.1165529378,15.6402433042,1.7805672201,3.2568768537,270.9035044352,264.8489715068,247.6565505981,1.0228603226,1.0938677123
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,7,Jul,31,19.0604049190,19.4439457555,18.4576538195,-0.3835408365,0.6027510995,251.7305273241,253.0701313665,241.8669664526,0.9947065897,1.0407809343
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,8,Aug,31,20.7503975161,18.3206846176,17.3057840764,2.4297128985,3.4446134396,232.7422741305,210.0941444274,200.3741050604,1.1077999092,1.1615386832
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,9,Sep,30,15.2082153320,15.7396522013,14.0821400960,-0.5314368693,1.1260752360,156.4339767456,161.8730135059,147.0572719274,0.9663993606,1.0637622655
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,10,Oct,31,11.4180699502,10.7046151930,9.3654102284,0.7134547572,2.0526597218,93.2240348324,92.6218056925,93.3699747773,1.0065020233,0.9984369714
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,11,Nov,30,4.8069091797,6.2188676961,5.1265518754,-1.4119585164,-0.3196426957,48.7828969320,48.0827840439,47.7732664947,1.0145605730,1.0211337953
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2056,12,Dec,31,3.1961795930,3.8753258490,3.0573598882,-0.6791462560,0.1388197048,34.1106155149,30.8385268646,31.2937752367,1.1061039220,1.0900127983
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,1,Jan,31,1.7902790685,2.6943410074,1.7957961872,-0.9040619389,-0.0055171187,36.5956718076,40.6791874047,42.5869557046,0.8996165888,0.8593164551
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,2,Feb,28,3.0458552769,3.3975578376,3.0929604117,-0.3517025606,-0.0471051348,79.1466299466,75.8368092174,74.8429392060,1.0436439872,1.0575029627
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,3,Mar,31,5.8535459457,5.5815658077,5.0967490576,0.2719801380,0.7567968881,147.7740045363,129.8170965287,125.0433126880,1.1383246775,1.1817825469
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,4,Apr,30,8.1969340006,8.4885364787,8.0480799357,-0.2916024780,0.1488540649,166.9911334991,186.6435160764,186.6332404878,0.8947063204,0.8947555809
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,5,May,31,14.8225735572,12.4787548434,12.0360725649,2.3438187138,2.7865009923,271.3429223337,233.8403748851,229.6832564433,1.1603766991,1.1813787672
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,6,Jun,30,15.2553883870,17.1165529378,15.6402433042,-1.8611645508,-0.3848549172,249.8455604553,264.8489715068,247.6565505981,0.9433510692,1.0088388934
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,7,Jul,31,18.3872156943,19.4439457555,18.4576538195,-1.0567300612,-0.0704381252,230.3388279330,253.0701313665,241.8669664526,0.9101778495,0.9523368623
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,8,Aug,31,19.8061649446,18.3206846176,17.3057840764,1.4854803270,2.5003808681,215.3749635758,210.0941444274,200.3741050604,1.0251354894,1.0748642571
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,9,Sep,30,17.5227254232,15.7396522013,14.0821400960,1.7830732218,3.4405853272,169.5502805074,161.8730135059,147.0572719274,1.0474277141,1.1529540721
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,10,Oct,31,9.3687939059,10.7046151930,9.3654102284,-1.3358212871,0.0033836775,86.2557519482,92.6218056925,93.3699747773,0.9312683045,0.9238060967
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,11,Nov,30,4.7032806397,6.2188676961,5.1265518754,-1.5155870565,-0.4232712357,44.4568111579,48.0827840439,47.7732664947,0.9245889572,0.9305792637
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2057,12,Dec,31,3.7538519090,3.8753258490,3.0573598882,-0.1214739400,0.6964920208,36.4764588571,30.8385268646,31.2937752367,1.1828210542,1.1656138827
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,1,Jan,31,3.9470862604,2.6943410074,1.7957961872,1.2527452530,2.1512900732,40.4453437713,40.6791874047,42.5869557046,0.9942515166,0.9497120210
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,2,Feb,28,5.4615341187,3.3975578376,3.0929604117,2.0639762811,2.3685737069,67.1863562720,75.8368092174,74.8429392060,0.8859333214,0.8976979924
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,3,Mar,31,4.6871267011,5.5815658077,5.0967490576,-0.8944391066,-0.4096223565,113.7445479362,129.8170965287,125.0433126880,0.8761908175,0.9096411914
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,4,Apr,30,10.6474873861,8.4885364787,8.0480799357,2.1589509074,2.5994074504,180.2818169912,186.6435160764,186.6332404878,0.9659152420,0.9659684230
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,5,May,31,14.1591282998,12.4787548434,12.0360725649,1.6803734564,2.1230557349,236.7117420320,233.8403748851,229.6832564433,1.0122791761,1.0306007747
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,6,Jun,30,18.5840667725,17.1165529378,15.6402433042,1.4675138346,2.9438234682,246.2231994629,264.8489715068,247.6565505981,0.9296739876,0.9942123431
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,7,Jul,31,18.8101204165,19.4439457555,18.4576538195,-0.6338253390,0.3524665969,257.0250039870,253.0701313665,241.8669664526,1.0156275756,1.0626709706
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,8,Aug,31,17.1384176931,18.3206846176,17.3057840764,-1.1822669245,-0.1673663833,188.9953221967,210.0941444274,200.3741050604,0.8995744394,0.9432123085
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,9,Sep,30,14.2866210938,15.7396522013,14.0821400960,-1.4530311076,0.2044809977,146.1296056112,161.8730135059,147.0572719274,0.9027422326,0.9936918025
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,10,Oct,31,11.1356366557,10.7046151930,9.3654102284,0.4310214627,1.7702264273,89.9171367153,92.6218056925,93.3699747773,0.9707987881,0.9630198244
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,11,Nov,30,9.0623229980,6.2188676961,5.1265518754,2.8434553019,3.9357711227,46.6437662443,48.0827840439,47.7732664947,0.9700720782,0.9763570647
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2058,12,Dec,31,3.7514991022,3.8753258490,3.0573598882,-0.1238267468,0.6941392140,33.3846088071,30.8385268646,31.2937752367,1.0825617240,1.0668130820
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,1,Jan,31,3.8705314390,2.6943410074,1.7957961872,1.1761904317,2.0747352518,44.8435836300,40.6791874047,42.5869557046,1.1023716670,1.0529887119
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,2,Feb,28,2.2777736119,3.3975578376,3.0929604117,-1.1197842257,-0.8151867999,76.9868760109,75.8368092174,74.8429392060,1.0151650209,1.0286458125
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,3,Mar,31,4.6025388656,5.5815658077,5.0967490576,-0.9790269421,-0.4942101920,119.8528714334,129.8170965287,125.0433126880,0.9232441230,0.9584908529
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,4,Apr,30,9.0621510824,8.4885364787,8.0480799357,0.5736146037,1.0140711466,201.8344688416,186.6435160764,186.6332404878,1.0813901982,1.0814497370
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,5,May,31,11.5827674127,12.4787548434,12.0360725649,-0.8959874307,-0.4533051522,220.0363068119,233.8403748851,229.6832564433,0.9409679869,0.9579988991
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,6,Jun,30,18.8924875895,17.1165529378,15.6402433042,1.7759346517,3.2522442853,306.3839892069,264.8489715068,247.6565505981,1.1568252935,1.2371325873
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,7,Jul,31,24.0440140263,19.4439457555,18.4576538195,4.6000682708,5.5863602067,283.8164653163,253.0701313665,241.8669664526,1.1214933338,1.1734403812
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,8,Aug,31,18.1880146642,18.3206846176,17.3057840764,-0.1326699534,0.8822305878,212.3793219289,210.0941444274,200.3741050604,1.0108769214,1.0599140137
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,9,Sep,30,14.7840586344,15.7396522013,14.0821400960,-0.9555935669,0.7019185384,150.6835084279,161.8730135059,147.0572719274,0.9308747960,1.0246586684
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,10,Oct,31,11.6951656218,10.7046151930,9.3654102284,0.9905504288,2.3297553934,93.5432345483,92.6218056925,93.3699747773,1.0099482929,1.0018556262
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,11,Nov,30,8.0278177897,6.2188676961,5.1265518754,1.8089500936,2.9012659144,47.1751663844,48.0827840439,47.7732664947,0.9811238538,0.9874804435
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2059,12,Dec,31,6.8735930412,3.8753258490,3.0573598882,2.9982671922,3.8162331530,31.4458244539,30.8385268646,31.2937752367,1.0196928210,1.0048587687
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,1,Jan,31,5.1614515735,2.6943410074,1.7957961872,2.4671105662,3.3656553863,38.9641789160,40.6791874047,42.5869557046,0.9578406404,0.9149322432
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,2,Feb,29,3.3281988736,3.3975578376,3.0929604117,-0.0693589640,0.2352384619,77.5895535041,75.8368092174,74.8429392060,1.0231120521,1.0366983757
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,3,Mar,31,2.7040541126,5.5815658077,5.0967490576,-2.8775116951,-2.3926949450,127.5522298505,129.8170965287,125.0433126880,0.9825534021,1.0200643850
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,4,Apr,30,8.7193430583,8.4885364787,8.0480799357,0.2308065796,0.6712631225,182.3819292704,186.6435160764,186.6332404878,0.9771672389,0.9772210395
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,5,May,31,10.2139959520,12.4787548434,12.0360725649,-2.2647588914,-1.8220766129,195.7841139763,233.8403748851,229.6832564433,0.8372553887,0.8524091700
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,6,Jun,30,18.8587748210,17.1165529378,15.6402433042,1.7422218831,3.2185315168,270.8150446574,264.8489715068,247.6565505981,1.0225263218,1.0935105250
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,7,Jul,31,20.8087303900,19.4439457555,18.4576538195,1.3647846345,2.3510765705,267.6071285125,253.0701313665,241.8669664526,1.0574425637,1.1064228094
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,8,Aug,31,17.6222266413,18.3206846176,17.3057840764,-0.6984579763,0.3164425648,201.0397855697,210.0941444274,200.3741050604,0.9569033260,1.0033221883
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,9,Sep,30,15.0939503988,15.7396522013,14.0821400960,-0.6457018026,1.0118103027,162.6252157847,161.8730135059,147.0572719274,1.0046468665,1.1058631352
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,10,Oct,31,11.2543815367,10.7046151930,9.3654102284,0.5497663436,1.8889713082,111.5445717842,92.6218056925,93.3699747773,1.2043014164,1.1946514075
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,11,Nov,30,8.3136027018,6.2188676961,5.1265518754,2.0947350057,3.1870508265,53.3332291285,48.0827840439,47.7732664947,1.1091959459,1.1163823000
rcp_2_6,rcp_2_6_baseline,rcp_2_6_future,2060,12,Dec,31,6.5169232768,3.8753258490,3.0573598882,2.6415974279,3.4595633886,26.4534723682,30.8385268646,31.2937752367,0.8578059673,0.8453269754
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,1,Jan,31,5.0950374480,3.2392321187,2.0583566317,1.8558053293,3.0366808163,37.7739535301,40.8030263124,39.7337039508,0.9257635265,0.9506778824
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,2,Feb,28,1.4072956630,2.8717277054,2.6536932758,-1.4644320424,-1.2463976127,94.5509594509,78.0954605246,73.6426430744,1.2107100568,1.2839158876
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,3,Mar,31,4.4812275548,5.3781647221,5.0924691040,-0.8969371673,-0.6112415491,114.9121667185,124.9282399547,126.1440838195,0.9198253874,0.9109596205
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,4,Apr,30,6.7617787679,8.1256573486,7.8014585707,-1.3638785807,-1.0396798028,178.4661608378,181.6885761579,181.6343653573,0.9822640730,0.9825572407
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,5,May,31,15.9300229965,12.7362309117,11.3294781866,3.1937920847,4.6005448099,248.1230276785,231.4861398881,222.4173919753,1.0718699089,1.1155738563
rcp_4_5,rcp_4_5_baseline,rcp_4_5_future,2041,6,Jun,30,14.7026662191,17.4734432475,15.8790391710,-2.7707770284,-1.1763729519,243.5829683940,263.2178315353,253.9700525213,0.9254045099,0.9591011459
