timestamp_utc,T_out_C,I_beam_horizontal_W_m2,I_diffuse_horizontal_W_m2,I_solar_W_m2,wind_speed_10m_m_s,sun_height_deg,pvgis_reconstructed
2011-01-01T00:00:00Z,2.7111259717,0.0000000000,0.0000000000,0.0000000000,1.8600000000,0.0000000000,False
2011-01-01T01:00:00Z,2.7911259717,0.0000000000,0.0000000000,0.0000000000,2.0000000000,0.0000000000,False
2011-01-01T02:00:00Z,2.8811259717,0.0000000000,0.0000000000,0.0000000000,2.2100000000,0.0000000000,False
2011-01-01T03:00:00Z,3.0611259717,0.0000000000,0.0000000000,0.0000000000,2.4100000000,0.0000000000,False
2011-01-01T04:00:00Z,3.2211259717,0.0000000000,0.0000000000,0.0000000000,2.5500000000,0.0000000000,False
2011-01-01T05:00:00Z,3.3511259717,0.0000000000,0.0000000000,0.0000000000,2.6900000000,0.0000000000,False
2011-01-01T06:00:00Z,3.5011259717,0.0000000000,0.0000000000,0.0000000000,2.8300000000,0.0000000000,False
2011-01-01T07:00:00Z,3.6011259717,0.0000000000,0.0000000000,0.0000000000,2.9000000000,0.0000000000,False
2011-01-01T08:00:00Z,3.7511259717,0.0000000000,5.0435626460,5.0435626460,2.9700000000,2.3300000000,False
2011-01-01T09:00:00Z,3.8611259717,0.0000000000,35.3049385220,35.3049385220,3.0300000000,8.6400000000,False
2011-01-01T10:00:00Z,4.1111259717,0.0000000000,40.3485011680,40.3485011680,2.8300000000,13.2400000000,False
2011-01-01T11:00:00Z,4.3211259717,0.0000000000,50.4356264600,50.4356264600,2.9000000000,15.7600000000,False
2011-01-01T12:00:00Z,4.5211259717,0.0000000000,56.4879016352,56.4879016352,2.9700000000,15.9600000000,False
2011-01-01T13:00:00Z,4.6711259717,0.0000000000,46.4007763432,46.4007763432,2.9000000000,13.8200000000,False
2011-01-01T14:00:00Z,4.8211259717,0.0000000000,23.2003881716,23.2003881716,2.8300000000,9.5500000000,False
2011-01-01T15:00:00Z,4.8111259717,0.0000000000,8.0697002336,8.0697002336,2.6200000000,3.5000000000,False
2011-01-01T16:00:00Z,5.2011259717,0.0000000000,0.0000000000,0.0000000000,2.4800000000,0.0000000000,False
2011-01-01T17:00:00Z,5.1711259717,0.0000000000,0.0000000000,0.0000000000,2.5500000000,0.0000000000,False
2011-01-01T18:00:00Z,4.8711259717,0.0000000000,0.0000000000,0.0000000000,2.6900000000,0.0000000000,False
2011-01-01T19:00:00Z,3.8111259717,0.0000000000,0.0000000000,0.0000000000,2.3400000000,0.0000000000,False
2011-01-01T20:00:00Z,3.0211259717,0.0000000000,0.0000000000,0.0000000000,2.2100000000,0.0000000000,False
2011-01-01T21:00:00Z,2.2811259717,0.0000000000,0.0000000000,0.0000000000,2.2100000000,0.0000000000,False
2011-01-01T22:00:00Z,1.7211259717,0.0000000000,0.0000000000,0.0000000000,2.2100000000,0.0000000000,False
2011-01-01T23:00:00Z,1.4111259717,0.0000000000,0.0000000000,0.0000000000,2.2100000000,0.0000000000,False
2011-01-02T00:00:00Z,0.9911259717,0.0000000000,0.0000000000,0.0000000000,2.1400000000,0.0000000000,False
2011-01-02T01:00:00Z,0.7511259717,0.0000000000,0.0000000000,0.0000000000,2.0000000000,0.0000000000,False
2011-01-02T02:00:00Z,0.5311259717,0.0000000000,0.0000000000,0.0000000000,1.9300000000,0.0000000000,False
2011-01-02T03:00:00Z,0.4311259717,0.0000000000,0.0000000000,0.0000000000,1.9300000000,0.0000000000,False
