timestamp_utc,T_out_C,I_beam_horizontal_W_m2,I_diffuse_horizontal_W_m2,I_solar_W_m2,wind_speed_10m_m_s,sun_height_deg,pvgis_reconstructed
2021-01-01T00:00:00Z,1.4985448202,0.0000000000,0.0000000000,0.0000000000,1.1000000000,0.0000000000,False
2021-01-01T01:00:00Z,1.7885448202,0.0000000000,0.0000000000,0.0000000000,0.9000000000,0.0000000000,False
2021-01-01T02:00:00Z,1.2185448202,0.0000000000,0.0000000000,0.0000000000,0.9700000000,0.0000000000,False
2021-01-01T03:00:00Z,0.4985448202,0.0000000000,0.0000000000,0.0000000000,1.2400000000,0.0000000000,False
2021-01-01T04:00:00Z,0.2585448202,0.0000000000,0.0000000000,0.0000000000,1.5200000000,0.0000000000,False
2021-01-01T05:00:00Z,0.1385448202,0.0000000000,0.0000000000,0.0000000000,1.5900000000,0.0000000000,False
2021-01-01T06:00:00Z,-0.2314551798,0.0000000000,0.0000000000,0.0000000000,1.9300000000,0.0000000000,False
2021-01-01T07:00:00Z,-0.3014551798,0.0000000000,0.0000000000,0.0000000000,2.0000000000,0.0000000000,False
2021-01-01T08:00:00Z,-0.3114551798,0.0000000000,1.9104059790,1.9104059790,2.1400000000,2.3300000000,False
2021-01-01T09:00:00Z,0.5785448202,0.0000000000,27.7008866955,27.7008866955,2.0700000000,8.6400000000,False
2021-01-01T10:00:00Z,2.0985448202,13.3728418530,93.6098929710,106.9827348240,2.6200000000,13.2400000000,False
2021-01-01T11:00:00Z,3.5885448202,79.2914001584,111.7587497715,191.0501499299,2.6900000000,15.7600000000,False
2021-01-01T12:00:00Z,4.4685448202,27.7008866955,121.3107796665,149.0116663620,2.6900000000,15.9600000000,False
2021-01-01T13:00:00Z,5.0285448202,142.3347974654,60.1777883385,202.5125858039,2.8300000000,13.8200000000,False
2021-01-01T14:00:00Z,5.2785448202,80.2466031479,46.8049464855,127.0515496334,2.6900000000,9.5500000000,False
2021-01-01T15:00:00Z,4.8385448202,19.1040597900,11.7394447410,30.8435045310,1.9300000000,3.5000000000,False
2021-01-01T16:00:00Z,4.0385448202,0.0000000000,0.0000000000,0.0000000000,2.1400000000,0.0000000000,False
2021-01-01T17:00:00Z,3.3085448202,0.0000000000,0.0000000000,0.0000000000,2.3400000000,0.0000000000,False
2021-01-01T18:00:00Z,3.0085448202,0.0000000000,0.0000000000,0.0000000000,2.4800000000,0.0000000000,False
2021-01-01T19:00:00Z,2.5085448202,0.0000000000,0.0000000000,0.0000000000,2.4100000000,0.0000000000,False
2021-01-01T20:00:00Z,2.2585448202,0.0000000000,0.0000000000,0.0000000000,2.4100000000,0.0000000000,False
2021-01-01T21:00:00Z,1.9485448202,0.0000000000,0.0000000000,0.0000000000,2.4800000000,0.0000000000,False
2021-01-01T22:00:00Z,1.6485448202,0.0000000000,0.0000000000,0.0000000000,2.4800000000,0.0000000000,False
2021-01-01T23:00:00Z,1.3285448202,0.0000000000,0.0000000000,0.0000000000,2.5500000000,0.0000000000,False
2021-01-02T00:00:00Z,1.3785448202,0.0000000000,0.0000000000,0.0000000000,2.5500000000,0.0000000000,False
2021-01-02T01:00:00Z,1.3285448202,0.0000000000,0.0000000000,0.0000000000,2.6200000000,0.0000000000,False
2021-01-02T02:00:00Z,1.3485448202,0.0000000000,0.0000000000,0.0000000000,2.7600000000,0.0000000000,False
2021-01-02T03:00:00Z,1.3285448202,0.0000000000,0.0000000000,0.0000000000,2.9700000000,0.0000000000,False
2021-01-02T04:00:00Z,1.3685448202,0.0000000000,0.0000000000,0.0000000000,3.0300000000,0.0000000000,False
2021-01-02T05:00:00Z,1.2785448202,0.0000000000,0.0000000000,0.0000000000,3.0300000000,0.0000000000,False
2021-01-02T06:00:00Z,1.2985448202,0.0000000000,0.0000000000,0.0000000000,2.9700000000,0.0000000000,False
2021-01-02T07:00:00Z,0.8585448202,0.0000000000,0.0000000000,0.0000000000,2.4100000000,0.0000000000,False
2021-01-02T08:00:00Z,1.0285448202,0.0000000000,9.5520298950,9.5520298950,2.2100000000,2.3500000000,False
2021-01-02T09:00:00Z,1.4785448202,5.7312179370,53.4913674120,59.2225853490,2.1400000000,8.6800000000,False
2021-01-02T10:00:00Z,2.2285448202,12.4176388635,92.6546899815,105.0723288450,2.2100000000,13.3000000000,False
2021-01-02T11:00:00Z,3.1185448202,12.4176388635,110.8035467820,123.2211856455,2.2100000000,15.8300000000,False
2021-01-02T12:00:00Z,3.7585448202,8.5968269055,107.9379378135,116.5347647190,2.1400000000,16.0500000000,False
2021-01-02T13:00:00Z,4.3785448202,4.7760149475,88.8338780235,93.6098929710,1.9300000000,13.9300000000,False
2021-01-02T14:00:00Z,4.5085448202,6.6864209265,62.0881943175,68.7746152440,1.5900000000,9.6700000000,False
2021-01-02T15:00:00Z,4.5185448202,1.9104059790,16.8115726152,18.7219785942,1.0300000000,3.6200000000,False
2021-01-02T16:00:00Z,3.8885448202,0.0000000000,0.0000000000,0.0000000000,1.1700000000,0.0000000000,False
2021-01-02T17:00:00Z,2.9485448202,0.0000000000,0.0000000000,0.0000000000,1.1700000000,0.0000000000,False
2021-01-02T18:00:00Z,2.1585448202,0.0000000000,0.0000000000,0.0000000000,1.1700000000,0.0000000000,False
2021-01-02T19:00:00Z,3.7985448202,0.0000000000,0.0000000000,0.0000000000,0.2100000000,0.0000000000,False
2021-01-02T20:00:00Z,3.3085448202,0.0000000000,0.0000000000,0.0000000000,0.5500000000,0.0000000000,False
2021-01-02T21:00:00Z,3.1785448202,0.0000000000,0.0000000000,0.0000000000,0.6200000000,0.0000000000,False
2021-01-02T22:00:00Z,3.2885448202,0.0000000000,0.0000000000,0.0000000000,0.9000000000,0.0000000000,False
2021-01-02T23:00:00Z,3.1485448202,0.0000000000,0.0000000000,0.0000000000,1.3100000000,0.0000000000,False
