timestamp_utc,T_out_C,I_beam_horizontal_W_m2,I_diffuse_horizontal_W_m2,I_solar_W_m2,wind_speed_10m_m_s,sun_height_deg,pvgis_reconstructed
2016-01-01T00:00:00Z,7.7685448202,0.0000000000,0.0000000000,0.0000000000,5.1000000000,0.0000000000,False
2016-01-01T01:00:00Z,7.9085448202,0.0000000000,0.0000000000,0.0000000000,4.6900000000,0.0000000000,False
2016-01-01T02:00:00Z,7.6585448202,0.0000000000,0.0000000000,0.0000000000,4.1400000000,0.0000000000,False
2016-01-01T03:00:00Z,6.9685448202,0.0000000000,0.0000000000,0.0000000000,3.6600000000,0.0000000000,False
2016-01-01T04:00:00Z,6.2085448202,0.0000000000,0.0000000000,0.0000000000,3.1700000000,0.0000000000,False
2016-01-01T05:00:00Z,5.3785448202,0.0000000000,0.0000000000,0.0000000000,2.6900000000,0.0000000000,False
2016-01-01T06:00:00Z,4.6185448202,0.0000000000,0.0000000000,0.0000000000,2.4100000000,0.0000000000,False
2016-01-01T07:00:00Z,4.0185448202,0.0000000000,0.0000000000,0.0000000000,2.1400000000,0.0000000000,False
2016-01-01T08:00:00Z,3.3685448202,0.0000000000,11.4624358740,11.4624358740,2.0000000000,2.3300000000,False
2016-01-01T09:00:00Z,3.6485448202,56.3665284104,49.6705554540,106.0370838644,1.5200000000,8.6400000000,False
2016-01-01T10:00:00Z,5.3685448202,40.1185255590,97.4307049290,137.5492304880,1.5200000000,13.2400000000,False
2016-01-01T11:00:00Z,6.7485448202,82.1570091269,109.8483437925,192.0053529194,2.1400000000,15.7600000000,False
2016-01-01T12:00:00Z,7.5785448202,55.4017733910,118.4451706980,173.8469440890,2.9000000000,15.9600000000,False
2016-01-01T13:00:00Z,8.1385448202,7.6416239160,92.6546899815,100.2963138975,3.5900000000,13.8200000000,False
2016-01-01T14:00:00Z,8.3785448202,7.6416239160,63.0433973070,70.6850212230,3.4500000000,9.5500000000,False
2016-01-01T15:00:00Z,8.5985448202,2.8656089685,16.5918759276,19.4574848961,3.5900000000,3.5000000000,False
2016-01-01T16:00:00Z,8.4985448202,0.0000000000,0.0000000000,0.0000000000,3.5900000000,0.0000000000,False
2016-01-01T17:00:00Z,8.3185448202,0.0000000000,0.0000000000,0.0000000000,3.7200000000,0.0000000000,False
2016-01-01T18:00:00Z,8.0385448202,0.0000000000,0.0000000000,0.0000000000,3.8600000000,0.0000000000,False
2016-01-01T19:00:00Z,7.6185448202,0.0000000000,0.0000000000,0.0000000000,4.2800000000,0.0000000000,False
2016-01-01T20:00:00Z,7.3185448202,0.0000000000,0.0000000000,0.0000000000,4.6200000000,0.0000000000,False
2016-01-01T21:00:00Z,7.1685448202,0.0000000000,0.0000000000,0.0000000000,4.6900000000,0.0000000000,False
2016-01-01T22:00:00Z,7.1585448202,0.0000000000,0.0000000000,0.0000000000,4.7600000000,0.0000000000,False
2016-01-01T23:00:00Z,7.0385448202,0.0000000000,0.0000000000,0.0000000000,4.9700000000,0.0000000000,False
2016-01-02T00:00:00Z,6.8185448202,0.0000000000,0.0000000000,0.0000000000,4.8300000000,0.0000000000,False
2016-01-02T01:00:00Z,6.6485448202,0.0000000000,0.0000000000,0.0000000000,4.8300000000,0.0000000000,False
2016-01-02T02:00:00Z,6.6285448202,0.0000000000,0.0000000000,0.0000000000,4.8300000000,0.0000000000,False
2016-01-02T03:00:00Z,6.8085448202,0.0000000000,0.0000000000,0.0000000000,5.1000000000,0.0000000000,False
2016-01-02T04:00:00Z,6.9485448202,0.0000000000,0.0000000000,0.0000000000,5.0300000000,0.0000000000,False
2016-01-02T05:00:00Z,6.9985448202,0.0000000000,0.0000000000,0.0000000000,5.0300000000,0.0000000000,False
2016-01-02T06:00:00Z,7.3485448202,0.0000000000,0.0000000000,0.0000000000,4.9000000000,0.0000000000,False
2016-01-02T07:00:00Z,8.5085448202,0.0000000000,0.0000000000,0.0000000000,4.4800000000,0.0000000000,False
2016-01-02T08:00:00Z,8.8185448202,0.0000000000,10.5072328845,10.5072328845,4.4100000000,2.3500000000,False
2016-01-02T09:00:00Z,8.9985448202,0.0000000000,0.0000000000,0.0000000000,4.2800000000,0.0000000000,False
2016-01-02T10:00:00Z,9.6885448202,119.4099257174,63.9986002965,183.4085260139,4.3400000000,13.3000000000,False
2016-01-02T11:00:00Z,10.6385448202,124.1859406649,89.7890810130,213.9750216779,3.8600000000,15.8300000000,False
2016-01-02T12:00:00Z,11.3885448202,126.0963466439,90.7442840025,216.8406306464,5.0300000000,16.0500000000,False
2016-01-02T13:00:00Z,11.6585448202,0.0000000000,56.3569763805,56.3569763805,5.0300000000,13.9300000000,False
2016-01-02T14:00:00Z,11.4385448202,0.0000000000,38.2081195800,38.2081195800,5.4500000000,9.6700000000,False
2016-01-02T15:00:00Z,10.8885448202,14.3280448425,15.1017592640,29.4298041065,5.3100000000,3.6200000000,False
2016-01-02T16:00:00Z,10.4285448202,0.0000000000,0.0000000000,0.0000000000,5.3800000000,0.0000000000,False
2016-01-02T17:00:00Z,10.2285448202,0.0000000000,0.0000000000,0.0000000000,5.5900000000,0.0000000000,False
2016-01-02T18:00:00Z,9.8685448202,0.0000000000,0.0000000000,0.0000000000,5.8600000000,0.0000000000,False
2016-01-02T19:00:00Z,9.8985448202,0.0000000000,0.0000000000,0.0000000000,5.9300000000,0.0000000000,False
2016-01-02T20:00:00Z,9.1885448202,0.0000000000,0.0000000000,0.0000000000,6.2800000000,0.0000000000,False
2016-01-02T21:00:00Z,8.4485448202,0.0000000000,0.0000000000,0.0000000000,6.2800000000,0.0000000000,False
2016-01-02T22:00:00Z,8.4185448202,0.0000000000,0.0000000000,0.0000000000,6.2100000000,0.0000000000,False
2016-01-02T23:00:00Z,8.6585448202,0.0000000000,0.0000000000,0.0000000000,6.1400000000,0.0000000000,False
2016-01-03T00:00:00Z,8.8585448202,0.0000000000,0.0000000000,0.0000000000,6.2800000000,0.0000000000,False
2016-01-03T01:00:00Z,8.8885448202,0.0000000000,0.0000000000,0.0000000000,6.2800000000,0.0000000000,False
2016-01-03T02:00:00Z,8.8285448202,0.0000000000,0.0000000000,0.0000000000,6.1400000000,0.0000000000,False
2016-01-03T03:00:00Z,8.7485448202,0.0000000000,0.0000000000,0.0000000000,6.0700000000,0.0000000000,False
2016-01-03T04:00:00Z,8.4785448202,0.0000000000,0.0000000000,0.0000000000,5.8600000000,0.0000000000,False
2016-01-03T05:00:00Z,8.2185448202,0.0000000000,0.0000000000,0.0000000000,5.5200000000,0.0000000000,False
2016-01-03T06:00:00Z,7.8485448202,0.0000000000,0.0000000000,0.0000000000,5.1700000000,0.0000000000,False
2016-01-03T07:00:00Z,7.4485448202,0.0000000000,0.0000000000,0.0000000000,4.8300000000,0.0000000000,False
2016-01-03T08:00:00Z,7.1085448202,0.0000000000,8.5968269055,8.5968269055,4.6900000000,2.3800000000,False
2016-01-03T09:00:00Z,6.8085448202,9.5520298950,57.3121793700,66.8642092650,4.6900000000,8.7200000000,False
2016-01-03T10:00:00Z,6.9085448202,50.6257584435,94.5650959605,145.1908544040,4.6900000000,13.3600000000,False
2016-01-03T11:00:00Z,7.6685448202,73.5506301915,112.7139527610,186.2645829525,6.2100000000,15.9100000000,False
2016-01-03T12:00:00Z,8.0285448202,19.1040597900,117.4899677085,136.5940274985,6.5500000000,16.1500000000,False
2016-01-03T13:00:00Z,8.2985448202,39.1633225695,103.1619228660,142.3252454355,6.8300000000,14.0400000000,False
2016-01-03T14:00:00Z,8.3485448202,1.9104059790,53.4913674120,55.4017733910,6.5500000000,9.7900000000,False
2016-01-03T15:00:00Z,8.1685448202,0.9552029895,17.0121652430,17.9673682325,6.3400000000,3.7500000000,False
2016-01-03T16:00:00Z,7.9785448202,0.0000000000,0.0000000000,0.0000000000,6.4800000000,0.0000000000,False
