member_id,scenario,observed_pvgis_year,climate_target,is_leap_year,row_count,timestamp_start_utc,timestamp_end_utc,member_path,member_sha256,metadata_path,metadata_sha256,T_min_C,T_max_C,T_mean_C,I_solar_min_W_m2,I_solar_max_W_m2,I_solar_mean_W_m2
weather_2050_rcp_8_5_pvgis_2010,rcp_8_5,2010,2041-2060,False,8760,2010-01-01T00:00:00+00:00,2010-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2010.csv,83d75f45c6683d8fe2138d671f5b4f79d927429f86e3bde8a5016b99c9b3e3d4,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2010.metadata.json,2998336a4f3150f877724bf673e4d28622e77ca28bedca890398d9114997e905,-8.5777844621,33.4964091267,10.3333345286,0.0000000000,922.2392712308,123.5643447632
weather_2050_rcp_8_5_pvgis_2011,rcp_8_5,2011,2041-2060,False,8760,2011-01-01T00:00:00+00:00,2011-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2011.csv,d5f5d7953ff24ab6e26c0bf0a5be1dfd88252de3425e9f2ce40b1945cbb0d26d,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2011.metadata.json,8dfd65edf66151e52fcbb6002a7957e1c8f47bde65b455820e437d08c1daf972,-2.8888740283,31.1602220436,12.3393105560,0.0000000000,951.4142997657,127.1957290373
weather_2050_rcp_8_5_pvgis_2012,rcp_8_5,2012,2041-2060,True,8784,2012-01-01T00:00:00+00:00,2012-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2012.csv,73f424b56245f7b78a44578a577485bbfc446be35acc769725d14af6f74083bb,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2012.metadata.json,2eafdaaf43b3b4adc7212861f06ec61080f3691d40ea61de5ff235db7eb3473d,-9.5651685474,33.9099050116,11.4476066058,0.0000000000,920.2644759476,122.0261548046
weather_2050_rcp_8_5_pvgis_2013,rcp_8_5,2013,2041-2060,False,8760,2013-01-01T00:00:00+00:00,2013-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2013.csv,0c6ab13b7e8d4374fb5e0c7d8ec978d2f15280a99366498855cecab4d95f4a37,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2013.metadata.json,7d7fad55b17512eae87b96d6d21f2805d8ac3ca7361e0c38b909ed2322784af4,-11.9324525501,33.2199050116,10.9986861268,0.0000000000,931.2574306697,121.5367896083
weather_2050_rcp_8_5_pvgis_2014,rcp_8_5,2014,2041-2060,False,8760,2014-01-01T00:00:00+00:00,2014-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2014.csv,413b00ac66b0f3ffa91968943ea11b2acd14af15cb824663a17342a94662bd78,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2014.metadata.json,0a6f1225fc471868e55563895cd69be12e38cbfae0ad33e6ea9f9f760a74f881,-8.4477844621,31.8264091267,12.6856724282,0.0000000000,928.2339003053,126.7864054838
weather_2050_rcp_8_5_pvgis_2015,rcp_8_5,2015,2041-2060,False,8760,2015-01-01T00:00:00+00:00,2015-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2015.csv,29c8b39880bb51d931594bf3b360b669f91b90279ac28e85414a4f3f841520e0,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2015.metadata.json,2c3a80581cf44dbc56da42b6482e5a3f0c6314eda38bdbe77f162c875cc8ff2e,-2.8651685474,34.0364091267,12.1096370400,0.0000000000,920.5758218533,131.3339392741
weather_2050_rcp_8_5_pvgis_2016,rcp_8_5,2016,2041-2060,True,8784,2016-01-01T00:00:00+00:00,2016-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2016.csv,53a30a2eddacc26c9bf7e83f0491bee18b1f9b3d58099faa3f5c4bd9dfc297d2,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2016.metadata.json,8a22656619d215cc6c2e1fd03748f5a82442fc62fdb013b779b91f9fa080f853,-5.0088740283,32.0599050116,11.9239454036,0.0000000000,909.0848746641,121.2031200807
weather_2050_rcp_8_5_pvgis_2017,rcp_8_5,2017,2041-2060,False,8760,2017-01-01T00:00:00+00:00,2017-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2017.csv,6c415e1105f55a76428b491b7555c8322389473a8b80dc469c15e5140b75ce67,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2017.metadata.json,f90d4b3512be6e653f1209ca6775453d5934e025e1e3ecd0afc9bba559712c77,-4.4888740283,32.8402220436,12.4015651222,0.0000000000,923.1946830313,125.1020017765
weather_2050_rcp_8_5_pvgis_2018,rcp_8_5,2018,2041-2060,False,8760,2018-01-01T00:00:00+00:00,2018-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2018.csv,cb1f26c034fd52299e135c9e8cb01ddecf75b316b293183fd33c513b38e62ebe,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2018.metadata.json,4f5315d94bbb36ba08804773d6b8091854d9ae052bebdbeab5216635b19e58be,-5.5351685474,35.4164091267,12.8668881816,0.0000000000,939.3201783081,137.5889630894
weather_2050_rcp_8_5_pvgis_2019,rcp_8_5,2019,2041-2060,False,8760,2019-01-01T00:00:00+00:00,2019-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2019.csv,b4e238ddd59e771f25225b209035870888538e2e80b6d5a379646eaffe228d84,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2019.metadata.json,bb8b4465705651f5229a5244b09a4a79cfafd1c0b7da376bf2ae7b16fbf386c1,-3.5288740283,38.4564091267,12.5173151222,0.0000000000,923.1946830313,131.3386860923
weather_2050_rcp_8_5_pvgis_2020,rcp_8_5,2020,2041-2060,True,8784,2020-01-01T00:00:00+00:00,2020-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2020.csv,27655120fc9c58b473e10ee9b70e2907ff61c9fa0f66306afbb8706f7fc5c9dc,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2020.metadata.json,3eb0de0e10771e37ea57eb9ae6f787a02946e075846b4ea6ed5096cb7aeb96e5,-1.5020174210,35.6664091267,13.1591753672,0.0000000000,907.4283066068,137.0668881536
weather_2050_rcp_8_5_pvgis_2021,rcp_8_5,2021,2041-2060,False,8760,2021-01-01T00:00:00+00:00,2021-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2021.csv,c75a9a2fef614b482b2ef42c1cd5fb5a8e41a79548891ffb35cfcbb050a01141,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2021.metadata.json,d9464b9b384ef7420ee80cc141b3a60b89fde1b62134cb73a56257ee1a3001f7,-9.1251685474,29.8502220436,11.5634304190,0.0000000000,930.4743801683,126.1503670929
weather_2050_rcp_8_5_pvgis_2022,rcp_8_5,2022,2041-2060,False,8760,2022-01-01T00:00:00+00:00,2022-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2022.csv,02435a1f2d15ccdd6f5a6babb81543febc60227ca74a47f18a8fd2ffa0e4b452,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2022.metadata.json,23bcde0c5155c5b27e904183ac718f9d1a915fb826be7bc9cefc1006a5d5e5af,-4.2977844621,37.4564091267,13.1301644373,0.0000000000,919.1633092121,141.4817653353
weather_2050_rcp_8_5_pvgis_2023,rcp_8_5,2023,2041-2060,False,8760,2023-01-01T00:00:00+00:00,2023-12-31T23:00:00+00:00,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2023.csv,038ded596464c039c3d53d57924d622472a09629da07d951a4b8652e9e6b5229,data/processed/ensemble_2050/rcp_8_5/weather_2050_rcp_8_5_pvgis_2023.metadata.json,6934ed3dcf6a1f2362ec8b011167f9b8635f63c6c687841355152e612ffe682b,-2.5851685474,30.9728692740,13.0108699167,0.0000000000,930.4743801683,129.5378594799
