scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,state_dwellings,regional_modelled_stock_dwellings,heating_variant_id,variant_share,variant_dwellings,energy_carrier,space_heating_system,dhw_system,heat_emitter,supply_temperature_c,ventilation_system,hrv_eta,summer_bypass,reversible_cooling_capable,source_id,assumption_id
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_electricity,0.060180541625,558.221537835577,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_gas,0.425275827482,3944.765534038046,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_oil,0.376128385155,3488.884611472327,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_other,0.138415245737,1283.909537021812,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,18591.300992832228,1727209,renovated_air_water_heat_pump,1,18591.300992832228,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_electricity,0.060180541625,558.221537835577,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_gas,0.425275827482,3944.765534038046,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_oil,0.376128385155,3488.884611472327,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,9275.781220367771,1727209,as_is_other,0.138415245737,1283.909537021812,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,18591.300992832228,1727209,renovated_air_water_heat_pump,1,18591.300992832228,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,27391.215510793936,1727209,as_is_electricity,0.060180541625,1648.418185203256,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,27391.215510793936,1727209,as_is_gas,0.425275827482,11648.821842102929,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,27391.215510793936,1727209,as_is_oil,0.376128385155,10302.613657520276,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,27391.215510793936,1727209,as_is_other,0.138415245737,3791.361825967449,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,21941.111633906065,1727209,renovated_air_water_heat_pump,1,21941.111633906065,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,20275.014954341215,1727209,as_is_electricity,0.060180541625,1220.161381404695,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,20275.014954341215,1727209,as_is_gas,0.425275827482,8622.473761926449,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,20275.014954341215,1727209,as_is_oil,0.376128385155,7626.008633779285,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,20275.014954341215,1727209,as_is_other,0.138415245737,2806.371177230767,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,16240.840656358781,1727209,renovated_air_water_heat_pump,1,16240.840656358781,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,23575.752081678445,1727209,as_is_electricity,0.060180541625,1418.801529489183,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,23575.752081678445,1727209,as_is_gas,0.425275827482,10026.197475056824,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,23575.752081678445,1727209,as_is_oil,0.376128385155,8867.50955930733,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,23575.752081678445,1727209,as_is_other,0.138415245737,3263.243517825086,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,18884.821233121555,1727209,renovated_air_water_heat_pump,1,18884.821233121555,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_electricity,0.060180541625,532.792832047461,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_gas,0.425275827482,3765.069346468695,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_oil,0.376128385155,3329.955200296604,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_other,0.138415245737,1225.423513709146,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,7091.687722578085,1727209,renovated_air_water_heat_pump,1,7091.687722578085,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_electricity,0.060180541625,532.792832047461,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_gas,0.425275827482,3765.069346468695,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_oil,0.376128385155,3329.955200296604,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,8853.240892521913,1727209,as_is_other,0.138415245737,1225.423513709146,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,7091.687722578085,1727209,renovated_air_water_heat_pump,1,7091.687722578085,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,38576.13072437635,1727209,as_is_electricity,0.060180541625,2321.532440784951,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,38576.13072437635,1727209,as_is_gas,0.425275827482,16405.4959148802,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,38576.13072437635,1727209,as_is_oil,0.376128385155,14509.577754905833,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,38576.13072437635,1727209,as_is_other,0.138415245737,5339.524613805328,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,11031.857515123651,1727209,renovated_air_water_heat_pump,1,11031.857515123651,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,28554.10439942117,1727209,as_is_electricity,0.060180541625,1718.401468370392,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,28554.10439942117,1727209,as_is_gas,0.425275827482,12143.37037648402,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,28554.10439942117,1727209,as_is_oil,0.376128385155,10740.00917731487,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,28554.10439942117,1727209,as_is_other,0.138415245737,3952.323377251859,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,8165.795928478835,1727209,renovated_air_water_heat_pump,1,8165.795928478835,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,33202.66287096334,1727209,as_is_electricity,0.060180541625,1998.154234962701,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,33202.66287096334,1727209,as_is_gas,0.425275827482,14120.289927069653,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,33202.66287096334,1727209,as_is_oil,0.376128385155,12488.463968516788,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,33202.66287096334,1727209,as_is_other,0.138415245737,4595.754740414162,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,9495.173285536666,1727209,renovated_air_water_heat_pump,1,9495.173285536666,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_electricity,0.060180541625,750.353190059444,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_gas,0.425275827482,5302.495876420034,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_oil,0.376128385155,4689.707437871491,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_other,0.138415245737,1725.812337136703,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,3565.657465412316,1727209,renovated_air_water_heat_pump,1,3565.657465412316,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_electricity,0.060180541625,750.353190059444,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_gas,0.425275827482,5302.495876420034,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_oil,0.376128385155,4689.707437871491,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,12468.368841487683,1727209,as_is_other,0.138415245737,1725.812337136703,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,3565.657465412316,1727209,renovated_air_water_heat_pump,1,3565.657465412316,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,886.164497627203,566042,as_is_electricity,0.06,53.169869857632,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,886.164497627203,566042,as_is_gas,0.86,762.101467959395,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,886.164497627203,566042,as_is_oil,0.075,66.46233732204,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,886.164497627203,566042,as_is_other,0.005,4.430822488136,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,2164.491054992797,566042,renovated_air_water_heat_pump,1,2164.491054992797,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,2459.07793180785,566042,as_is_electricity,0.06,147.544675908471,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,2459.07793180785,566042,as_is_gas,0.86,2114.807021354751,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,2459.07793180785,566042,as_is_oil,0.075,184.430844885589,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
central,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,2459.07793180785,566042,as_is_other,0.005,12.295389659039,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
