scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,state_dwellings,regional_modelled_stock_dwellings,heating_variant_id,variant_share,variant_dwellings,energy_carrier,space_heating_system,dhw_system,heat_emitter,supply_temperature_c,ventilation_system,hrv_eta,summer_bypass,reversible_cooling_capable,source_id,assumption_id
low,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_oil,0.376128385155,5286.03757111804,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_other,0.138415245737,1945.261826171432,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,1891.116726020823,1727209,renovated_air_water_heat_pump,1,1891.116726020823,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_electricity,0.060180541625,845.766011378893,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_gas,0.425275827482,5976.746480410799,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_oil,0.376128385155,5286.03757111804,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,14053.811889079177,1727209,as_is_other,0.138415245737,1945.261826171432,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,1891.116726020823,1727209,renovated_air_water_heat_pump,1,1891.116726020823,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,46666.15956880036,1727209,as_is_electricity,0.060180541625,2808.394758403249,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,46666.15956880036,1727209,as_is_gas,0.425275827482,19845.989626049486,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,46666.15956880036,1727209,as_is_oil,0.376128385155,17552.467240020174,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,46666.15956880036,1727209,as_is_other,0.138415245737,6459.307944327403,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,2941.828670699641,1727209,renovated_air_water_heat_pump,1,2941.828670699641,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,34542.35474697231,1727209,as_is_electricity,0.060180541625,2078.777617671366,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,34542.35474697231,1727209,as_is_gas,0.425275827482,14690.028498210882,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,34542.35474697231,1727209,as_is_oil,0.376128385155,12992.360110445941,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,34542.35474697231,1727209,as_is_other,0.138415245737,4781.18852064409,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,2177.54558092769,1727209,renovated_air_water_heat_pump,1,2177.54558092769,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,40165.78994702356,1727209,as_is_electricity,0.060180541625,2417.198993802837,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,40165.78994702356,1727209,as_is_gas,0.425275827482,17081.539556206597,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,40165.78994702356,1727209,as_is_oil,0.376128385155,15107.49371126762,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,40165.78994702356,1727209,as_is_other,0.138415245737,5559.557685746465,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,2532.046209476444,1727209,renovated_air_water_heat_pump,1,2532.046209476444,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_electricity,0.060180541625,907.714201572125,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_gas,0.425275827482,6414.513691109638,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_oil,0.376128385155,5673.213759825739,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_other,0.138415245737,2087.742663615865,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,950.841990776618,1727209,renovated_air_water_heat_pump,1,950.841990776618,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_electricity,0.060180541625,907.714201572125,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_gas,0.425275827482,6414.513691109638,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_oil,0.376128385155,5673.213759825739,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,15083.184316123381,1727209,as_is_other,0.138415245737,2087.742663615865,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,950.841990776618,1727209,renovated_air_water_heat_pump,1,950.841990776618,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,2358.018415022305,566042,as_is_electricity,0.06,141.481104901338,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,2358.018415022305,566042,as_is_gas,0.86,2027.895836919182,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,2358.018415022305,566042,as_is_oil,0.075,176.851381126673,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,2358.018415022305,566042,as_is_other,0.005,11.790092075112,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,692.637137597695,566042,renovated_air_water_heat_pump,1,692.637137597695,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,6543.425134592912,566042,as_is_electricity,0.06,392.605508075575,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,6543.425134592912,566042,as_is_gas,0.86,5627.345615749905,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,6543.425134592912,566042,as_is_oil,0.075,490.756885094468,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,6543.425134592912,566042,as_is_other,0.005,32.717125672965,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,1922.045742487088,566042,renovated_air_water_heat_pump,1,1922.045742487088,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,67241.50837217865,566042,as_is_electricity,0.06,4034.490502330719,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,67241.50837217865,566042,as_is_gas,0.86,57827.697200073635,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,67241.50837217865,566042,as_is_oil,0.075,5043.113127913399,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,67241.50837217865,566042,as_is_other,0.005,336.207541860893,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,19751.31559182134,566042,renovated_air_water_heat_pump,1,19751.31559182134,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_electricity,0.06,4165.795815776327,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_gas,0.86,59709.74002612735,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_oil,0.075,5207.244769720409,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_other,0.005,347.149651314694,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,20394.135963761222,566042,renovated_air_water_heat_pump,1,20394.135963761222,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_electricity,0.06,4165.795815776327,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_gas,0.86,59709.74002612735,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_oil,0.075,5207.244769720409,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,69429.93026293878,566042,as_is_other,0.005,347.149651314694,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,20394.135963761222,566042,renovated_air_water_heat_pump,1,20394.135963761222,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1180.437710917705,566042,as_is_electricity,0.06,70.826262655062,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1180.437710917705,566042,as_is_gas,0.86,1015.176431389226,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1180.437710917705,566042,as_is_oil,0.075,88.532828318828,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1180.437710917705,566042,as_is_other,0.005,5.902188554589,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,346.738173032295,566042,renovated_air_water_heat_pump,1,346.738173032295,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,3275.67661822442,566042,as_is_electricity,0.06,196.540597093465,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,3275.67661822442,566042,as_is_gas,0.86,2817.081891673001,gas,gas_boiler_unspecified,gas_DHW_or_combiboiler,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,3275.67661822442,566042,as_is_oil,0.075,245.675746366832,oil,oil_boiler_unspecified,oil_DHW_or_separate_tank,standard_hydronic_radiators,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,3275.67661822442,566042,as_is_other,0.005,16.378383091122,other,biomass_propane_district_or_other_lumped,other_or_unknown_DHW,unknown_or_hydronic_emitters,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,962.18725947558,566042,renovated_air_water_heat_pump,1,962.18725947558,electricity_plus_ambient_heat,air_water_heat_pump,heat_pump_DHW_tank_or_integrated_HP_DHW,low_temperature_radiators,45,balanced_mechanical_HRV,0.80,true,true,EC_EPBD_45C_GUIDANCE,RENOVATED_TECHNOLOGY_PACKAGE_V1
low,2050,Brussels-Capital Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,33661.489543793454,566042,as_is_electricity,0.06,2019.689372627607,electricity,electric_resistance_or_existing_heat_pump_unspecified,electric_DHW_unspecified,direct_electric_or_hydronic_unspecified,,,,false,false,SCP_BE_SILC_2022,REGIONAL_AS_IS_HEATING_UNIFORM_V1+AS_IS_SYSTEM_MAPPING_V1
