source_id,reference_date,population_definition,total_certificates,label_group,count,share_exact,printed_share_percent,source_url,source_locator,retrieved_on,source_response_sha256
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,A++,116,0.000146821875953,0.01,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"HTML cumulative-performance pie chart; y=116",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,A+,812,0.00102775313167,0.10,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"HTML cumulative-performance pie chart; y=812",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,A,8463,0.0107116684155,1.1,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"HTML cumulative-performance pie chart; y=8463",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,A-family,9391,0.0118862434231,1.2,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"Derived sum of the A++ A+ and A chart counts",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,B,86782,0.109840483095,11.0,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"HTML cumulative-performance pie chart; y=86782",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
WALLONIA_PEB_2024,2024-08-20,Existing dwellings with a planning permit before May 2010 represented by cumulative transaction or audit certificates,790073,residual_existing_proxy,693900,0.878273273482,87.8,https://etat.environnement.wallonie.be/contents/indicatorsheets/MEN%2010.html,"Derived as total minus A-family minus B",2026-07-27,3657207b5bd64c7c171d2514508b74ef96d56d986b4b95c3de9a821bee5bdf2b
