projection,base_year,target_year,ARR,ARR_percent_per_year,shallow_share,medium_share,advanced_share,national_modelled_stock_dwellings,annual_total_renovation_activity_dwellings,annual_shallow_activity_dwellings,annual_medium_renovations_dwellings,annual_advanced_renovations_dwellings,nominal_renovations_to_2050_dwellings,nominal_shallow_activity_to_2050_dwellings,nominal_medium_renovations_to_2050_dwellings,nominal_advanced_renovations_to_2050_dwellings,applied_medium_renovations_to_2050_dwellings,applied_advanced_renovations_to_2050_dwellings,applied_physical_renovations_to_2050_dwellings,unused_medium_quota_to_2050_dwellings,unused_advanced_quota_to_2050_dwellings,existing_to_standard_transition_events_to_2050,existing_to_advanced_transition_events_to_2050,standard_to_advanced_transition_events_to_2050,physical_transition_events_to_2050,minimum_repeat_transition_events_to_2050,maximum_unique_dwellings_with_physical_transition,existing_share_2025,standard_B_proxy_share_2025,advanced_A_proxy_share_2025,existing_share_2050,standard_B_proxy_share_2050,advanced_A_proxy_share_2050,shallow_TABULA_representation,shallow_physical_effect,medium_TABULA_representation,medium_physical_effect,advanced_TABULA_representation,advanced_physical_effect,projection_scope,regional_allocation_method,ARR_evidence_classification,ARR_source_url,ARR_source_locator,ARR_caveat,event_counting_note
central,2025,2050,0.028,2.8,0.4,0.5,0.1,5537385,155046.78,62018.712000000014,77523.39,15504.678000000004,3876169.5000000005,1550467.8000000003,1938084.7500000002,387616.95000000007,1938084.7500000002,387616.95000000007,2325701.7,0,0,1938084.7500000002,387616.95,0,2325701.7,0,2325701.7,0.773000026294,0.168945094192,0.058054879514,0.353000026294,0.518945094192,0.128054879514,TABULA_existing_as_is,No envelope-state change,TABULA_standard_B_proxy,Pre-2006 TABULA_existing to TABULA_standard_B_proxy,TABULA_advanced_A_proxy_low_energy,TABULA_existing or TABULA_standard_B_proxy to TABULA_advanced_A_proxy,Renovation-state projection of the fixed 2025 Belgian R1-R4 dwelling stock,National ARR and depth shares disaggregated in proportion to regional 2025 R1-R4 stock before within-region z ranking,official national pathway calibration with post-2025 extrapolation,https://climat.be/doc/climate-neutral-belgium-by-2050-report.pdf,Scenarios for a Climate Neutral Belgium by 2050; Appendix 1 Table 1; PDF and printed page 49; CORE-95 Behaviour and Technology residential renovation settings,The report specifies 2.8% per year and a 40% shallow 50% medium 10% deep distribution by 2025. The model applies these values from 2026 through 2050 to the fixed 2025 R1-R4 dwelling stock.,"Physical totals count state-transition events. The repeated-transition field sums, by archetype, Standard-to-Advanced events exceeding the initial Standard stock and is therefore a guaranteed lower bound."
