scenario,base_year,target_year,ARR,renovation_depth,depth_share,region,priority_rank_within_region_and_depth,archetype_id,dwelling_type,construction_period,source_state_id,destination_state_id,specific_heat_loss_z_W_m2K,initial_source_state_dwellings_2025,allocated_renovations_2025_2050,first_allocation_year,last_allocation_year,annual_regional_depth_quota_dwellings,nominal_depth_quota_to_2050_dwellings,applied_depth_renovations_to_2050_dwellings,unused_depth_quota_to_2050_dwellings,priority_metric,priority_tie_break,transition_event_definition,unique_dwelling_count_available
central,2025,2050,0.028,medium,0.5,Walloon Region,17,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_existing,TABULA_standard_B_proxy,1.75435524476,25085.9066374,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,18,BE_TABULA_18,Terraced house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,1.64041623173,7378.15186271,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,19,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_existing,TABULA_standard_B_proxy,1.22158481518,23986.7422522,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,20,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,TABULA_standard_B_proxy,1.11932067932,13622.4458581,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,1,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.92643426633,2474.88340603,1584.9176,2026,2026,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,2,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.9141253996,80870.5437885,12679.340800000004,2027,2034,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,3,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.91345448029,1836.42664219,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,4,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.79594358142,41099.8888818,7924.588000000002,2035,2039,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,5,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.30647953586,6172.46346735,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,6,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.29680506722,7225.89723245,1584.9176,2040,2040,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,7,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,3.31703286853,125020.049366,15849.176000000005,2041,2050,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,8,BE_TABULA_11,Detached house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,3.30423674497,800.78464274,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,9,BE_TABULA_08,Terraced house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,3.28802243461,31129.3299659,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,10,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,3.100083864,1173.8996771,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,11,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_existing,TABULA_advanced_A_proxy,2.87336236264,22843.025226,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,12,BE_TABULA_16,Detached house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.42278676471,356.134537973,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,13,BE_TABULA_13,Terraced house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,2.29461293821,3614.06653206,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,14,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.23798451548,10769.3902325,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,15,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.07700892857,777.627522495,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,16,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,TABULA_advanced_A_proxy,1.84376583417,80870.5437885,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,17,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_existing,TABULA_advanced_A_proxy,1.75435524476,41099.8888818,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,18,BE_TABULA_18,Terraced house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,1.64041623173,2418.3683003,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,19,BE_TABULA_06,Detached house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.45970907549,149.831355616,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,20,BE_TABULA_11,Detached house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.4506057047,48.4801216438,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,21,BE_TABULA_21,Detached house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.44392964577,294.657171068,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,22,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.44046346439,17.8387730411,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,23,BE_TABULA_16,Detached house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.41114183437,21.5606603836,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,24,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.40061953589,71.0687944124,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,25,BE_TABULA_01,Detached house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.33953261649,111.178689315,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,26,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.31055170631,437.461407372,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,27,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.28147202797,14100.6447212,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,28,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,4895.96527083,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,29,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,2488.2190619,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,30,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,1382.93441527,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,31,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,651.987214337,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,32,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,853.663937665,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,33,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.25577084938,641.936200605,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,34,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.24700021395,38.8633140946,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,35,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_existing,TABULA_advanced_A_proxy,1.22158481518,22843.025226,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,36,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.20997767857,47.0781716732,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,37,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.19499388186,373.685712448,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,38,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,TABULA_advanced_A_proxy,1.11932067932,10769.3902325,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,39,BE_TABULA_13,Terraced house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.09084046346,218.798383176,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,40,BE_TABULA_08,Terraced house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.06085714286,1884.59371333,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,41,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.04384117059,2153.27823584,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,42,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.04384117059,130.361129865,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,43,BE_TABULA_03,Terraced house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.00403497123,7568.81048622,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,44,BE_TABULA_18,Terraced house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.995627609603,146.409887404,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,45,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,TABULA_advanced_A_proxy,0.651972027972,14100.6447212,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,46,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,4895.96527083,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,47,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,2488.2190619,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,48,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,1382.93441527,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,49,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,651.987214337,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Brussels-Capital Region,50,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,853.663937665,0,,,1584.9176,39622.94,39622.94000000001,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,1,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.92643426633,2474.88340603,889.96580603,2026,2026,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,2,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.9141253996,80870.5437885,68191.2029885,2026,2034,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,3,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.91345448029,1836.42664219,1836.42664219,2034,2034,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,4,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.79594358142,41099.8888818,33175.3008818,2034,2039,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,5,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.30647953586,6172.46346735,6172.46346735,2039,2039,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,6,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.29680506722,7225.89723245,5640.97963245,2039,2040,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,7,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,3.31703286853,125020.049366,82208.36058168004,2040,2050,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,8,BE_TABULA_11,Detached house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,3.30423674497,800.78464274,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,9,BE_TABULA_08,Terraced house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,3.28802243461,31129.3299659,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,10,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,3.100083864,1173.8996771,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,11,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_existing,TABULA_standard_B_proxy,2.87336236264,22843.025226,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,12,BE_TABULA_16,Detached house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.42278676471,356.134537973,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,13,BE_TABULA_13,Terraced house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,2.29461293821,3614.06653206,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,14,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.23798451548,10769.3902325,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,15,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.07700892857,777.627522495,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,16,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,TABULA_standard_B_proxy,1.84376583417,80870.5437885,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,17,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_existing,TABULA_standard_B_proxy,1.75435524476,41099.8888818,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,18,BE_TABULA_18,Terraced house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,1.64041623173,2418.3683003,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Brussels-Capital Region,19,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_existing,TABULA_standard_B_proxy,1.22158481518,22843.025226,0,,,7924.588,198114.69999999998,198114.69999999995,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
