scenario,base_year,target_year,ARR,renovation_depth,depth_share,region,priority_rank_within_region_and_depth,archetype_id,dwelling_type,construction_period,source_state_id,destination_state_id,specific_heat_loss_z_W_m2K,initial_source_state_dwellings_2025,allocated_renovations_2025_2050,first_allocation_year,last_allocation_year,annual_regional_depth_quota_dwellings,nominal_depth_quota_to_2050_dwellings,applied_depth_renovations_to_2050_dwellings,unused_depth_quota_to_2050_dwellings,priority_metric,priority_tie_break,transition_event_definition,unique_dwelling_count_available
central,2025,2050,0.028,medium,0.5,Flemish Region,14,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.23798451548,58491.1146072,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,15,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.07700892857,45333.6639793,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,16,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,TABULA_standard_B_proxy,1.84376583417,53835.1448708,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,17,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_existing,TABULA_standard_B_proxy,1.75435524476,72522.9907542,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,18,BE_TABULA_18,Terraced house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,1.64041623173,22623.4868879,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,19,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_existing,TABULA_standard_B_proxy,1.22158481518,74096.1974229,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Flemish Region,20,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,TABULA_standard_B_proxy,1.11932067932,58491.1146072,0,,,45417.876000000004,1135446.9000000001,1135446.9000000004,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,1,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.92643426633,79303.743636,14508.555600000003,2026,2028,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,2,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.9141253996,64465.5608716,9672.370400000002,2029,2030,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,3,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.91345448029,119910.645703,21870.690210599987,2031,2035,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,4,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.79594358142,25085.9066374,2310.235789400017,2035,2035,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,5,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,4.30647953586,203274.97386,33853.29640000001,2036,2042,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,6,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,4.29680506722,62782.8425691,13170.930877099914,2043,2045,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,7,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,TABULA_advanced_A_proxy,3.31703286853,298742.526908,25518.55072290009,2045,2050,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,8,BE_TABULA_11,Detached house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,3.30423674497,120159.892941,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,9,BE_TABULA_08,Terraced house,1946-1970,TABULA_existing,TABULA_advanced_A_proxy,3.28802243461,56178.9804181,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,10,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,3.100083864,37326.7945824,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,11,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_existing,TABULA_advanced_A_proxy,2.87336236264,23986.7422522,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,12,BE_TABULA_16,Detached house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.42278676471,82795.7099747,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,13,BE_TABULA_13,Terraced house,1971-1990,TABULA_existing,TABULA_advanced_A_proxy,2.29461293821,26879.0663458,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,14,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.23798451548,13622.4458581,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,15,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,2.07700892857,13421.312302,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,16,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,TABULA_advanced_A_proxy,1.84376583417,64465.5608716,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,17,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_existing,TABULA_advanced_A_proxy,1.75435524476,25085.9066374,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,18,BE_TABULA_18,Terraced house,1991-2005,TABULA_existing,TABULA_advanced_A_proxy,1.64041623173,7378.15186271,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,19,BE_TABULA_06,Detached house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.45970907549,9935.5487471,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,20,BE_TABULA_11,Detached house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.4506057047,15054.2007102,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,21,BE_TABULA_21,Detached house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.44392964577,64825.0377454,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,22,BE_TABULA_21,Detached house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.44046346439,8121.58787243,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,23,BE_TABULA_16,Detached house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.41114183437,10373.0388351,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,24,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.40061953589,4676.47768117,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,25,BE_TABULA_01,Detached house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.33953261649,15022.9738352,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,26,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.31055170631,7865.73198474,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,27,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.28147202797,23778.9583807,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,28,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,8076.55090646,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,29,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,3142.88124159,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,30,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,3005.17271952,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,31,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,1706.68456081,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,32,BE_TABULA_25,"Apartment, exposed",post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.28147202797,2979.14057162,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,33,BE_TABULA_22,Semi-detached house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.25577084938,28864.4326865,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,34,BE_TABULA_22,Semi-detached house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.24700021395,3616.27288784,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,35,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_existing,TABULA_advanced_A_proxy,1.22158481518,23986.7422522,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,36,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.20997767857,1681.48559593,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,37,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.19499388186,25467.2518503,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,38,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_existing,TABULA_advanced_A_proxy,1.11932067932,13622.4458581,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,39,BE_TABULA_13,Terraced house,1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.09084046346,3367.53678592,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,40,BE_TABULA_08,Terraced house,1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.06085714286,7038.36884509,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,41,BE_TABULA_23,Terraced house,post-2005,TABULA_existing,TABULA_advanced_A_proxy,1.04384117059,12766.1624654,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,42,BE_TABULA_23,Terraced house,post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.04384117059,1599.40532027,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,43,BE_TABULA_03,Terraced house,pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,1.00403497123,37427.8792254,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,44,BE_TABULA_18,Terraced house,1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.995627609603,924.369823347,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,45,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_existing,TABULA_advanced_A_proxy,0.651972027972,23778.9583807,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,46,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,8076.55090646,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,47,BE_TABULA_09,"Apartment, enclosed",1946-1970,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,3142.88124159,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,48,BE_TABULA_14,"Apartment, enclosed",1971-1990,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,3005.17271952,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,49,BE_TABULA_19,"Apartment, enclosed",1991-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,1706.68456081,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,advanced,0.1,Walloon Region,50,BE_TABULA_24,"Apartment, enclosed",post-2005,TABULA_standard_B_proxy,TABULA_advanced_A_proxy,0.651972027972,2979.14057162,0,,,4836.185200000001,120904.63000000002,120904.63000000008,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_standard_B_proxy_to_TABULA_advanced_A_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,1,BE_TABULA_06,Detached house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.92643426633,79303.743636,64795.18803599999,2026,2028,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,2,BE_TABULA_05,"Apartment, exposed",pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.9141253996,64465.5608716,54793.1904716,2028,2030,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,3,BE_TABULA_01,Detached house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.91345448029,119910.645703,98039.95549240001,2030,2034,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,4,BE_TABULA_10,"Apartment, exposed",1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.79594358142,25085.9066374,22775.670847999983,2035,2035,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,5,BE_TABULA_02,Semi-detached house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,4.30647953586,203274.97386,169421.67745999995,2035,2042,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,6,BE_TABULA_07,Semi-detached house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,4.29680506722,62782.8425691,49611.91169200009,2042,2044,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,7,BE_TABULA_03,Terraced house,pre-1946,TABULA_existing,TABULA_standard_B_proxy,3.31703286853,298742.526908,145085.556,2045,2050,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,8,BE_TABULA_11,Detached house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,3.30423674497,120159.892941,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,9,BE_TABULA_08,Terraced house,1946-1970,TABULA_existing,TABULA_standard_B_proxy,3.28802243461,56178.9804181,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,10,BE_TABULA_12,Semi-detached house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,3.100083864,37326.7945824,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,11,BE_TABULA_15,"Apartment, exposed",1971-1990,TABULA_existing,TABULA_standard_B_proxy,2.87336236264,23986.7422522,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,12,BE_TABULA_16,Detached house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.42278676471,82795.7099747,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,13,BE_TABULA_13,Terraced house,1971-1990,TABULA_existing,TABULA_standard_B_proxy,2.29461293821,26879.0663458,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,14,BE_TABULA_20,"Apartment, exposed",1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.23798451548,13622.4458581,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,15,BE_TABULA_17,Semi-detached house,1991-2005,TABULA_existing,TABULA_standard_B_proxy,2.07700892857,13421.312302,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
central,2025,2050,0.028,medium,0.5,Walloon Region,16,BE_TABULA_04,"Apartment, enclosed",pre-1946,TABULA_existing,TABULA_standard_B_proxy,1.84376583417,64465.5608716,0,,,24180.926,604523.15,604523.1499999998,0,specific_heat_loss_z_W_m2K_descending_current_state,physical-state order then TABULA type number,TABULA_existing_to_TABULA_standard_B_proxy,false
