scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,regional_number_of_dwellings,regional_modelled_stock_dwellings,allocation_share_within_region,renovated_fraction,state_dwellings,state_share_within_region,annual_renovation_rate_scenario,target_label_2050,target_energy_score_2050_kWh_m2_year,renovation_package_id,U_wall_renovated,U_roof_renovated,U_floor_renovated,U_window_renovated,v50_renovated,ventilation_after_renovation,hrv_eta,summer_bypass,renovation_package_source,policy_source
high,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,74909.6634914,3244134,0.015197865487,0.65817826241,25605.751336947913,0.007892938867,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,74909.6634914,3244134,0.015197865487,0.65817826241,49303.91215445209,0.015197865487,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,74909.6634914,3244134,0.015197865487,0.65817826241,25605.751336947913,0.007892938867,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,74909.6634914,3244134,0.015197865487,0.65817826241,49303.91215445209,0.015197865487,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,134134.829465,3244134,0.013606809858,0.329089131204,89992.51497215377,0.027740073305,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,134134.829465,3244134,0.013606809858,0.329089131204,44142.31449284621,0.013606809858,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,90797.9868345,3244134,0.009210664727,0.329089131205,60917.356231946935,0.018777694211,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,90797.9868345,3244134,0.009210664727,0.329089131205,29880.63060255306,0.009210664727,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,101807.289888,3244134,0.010327462608,0.329089131206,68303.61730830735,0.021054499385,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,101807.289888,3244134,0.010327462608,0.329089131206,33503.67257969265,0.010327462608,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,72863.3407798,3244134,0.007391351132,0.329089131205,48884.80726585904,0.015068676962,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,72863.3407798,3244134,0.007391351132,0.329089131205,23978.533513940954,0.007391351132,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,72863.3407798,3244134,0.007391351132,0.329089131205,48884.80726585904,0.015068676962,0.04,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,72863.3407798,3244134,0.007391351132,0.329089131205,23978.533513940954,0.007391351132,0.04,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
high,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,257355.025723,1727209,0.176719110923,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,257355.025723,1727209,0.176719110923,1,257355.025723,0.149000512227,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,190494.539867,1727209,0.130807726122,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,190494.539867,1727209,0.130807726122,1,190494.539867,0.110290381689,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,221506.719227,1727209,0.152102996144,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,221506.719227,1727209,0.152102996144,1,221506.719227,0.128245463767,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,1,83180.9028966,0.048159141654,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,1,83180.9028966,0.048159141654,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,89371.14707,1727209,0.06136887985,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,89371.14707,1727209,0.06136887985,1,89371.14707,0.051743099457,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,66152.6445449,1727209,0.045425328285,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,66152.6445449,1727209,0.045425328285,1,66152.6445449,0.038300312553,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,76922.1798774,1727209,0.052820492625,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_08,Terraced house,1946-1970,renovated_TABULA_low_energy,76922.1798774,1727209,0.052820492625,1,76922.1798774,0.04453553674,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,as_is_TABULA,28886.0599683,1727209,0.019835318239,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,renovated_TABULA_low_energy,28886.0599683,1727209,0.019835318239,1,28886.0599683,0.016724125435,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_10,"Apartment, exposed",1946-1970,as_is_TABULA,28886.0599683,1727209,0.019835318239,1,0,0,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_10,"Apartment, exposed",1946-1970,renovated_TABULA_low_energy,28886.0599683,1727209,0.019835318239,1,28886.0599683,0.016724125435,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,86218.5118226,1727209,0.044403034422,0.889522668151,9525.19114212996,0.005514787812,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,86218.5118226,1727209,0.044403034422,0.889522668151,76693.32068047005,0.044403034422,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,63819.0596493,1727209,0.032867186437,0.889522668151,7050.559431153823,0.004082053435,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,63819.0596493,1727209,0.032867186437,0.889522668151,56768.500218146175,0.032867186437,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,74208.6914245,1727209,0.038217907153,0.88952266815,8198.378228674017,0.004746604626,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,74208.6914245,1727209,0.038217907153,0.88952266815,66010.31319582598,0.038217907153,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.889522668148,3078.680889423693,0.001782459963,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.889522668148,24788.401323776307,0.014351709216,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.889522668148,3078.680889423693,0.001782459963,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.889522668148,24788.401323776307,0.014351709216,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,49332.3271447,1727209,0.016937623363,0.5930151121,20077.51163282525,0.011624251398,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,49332.3271447,1727209,0.016937623363,0.5930151121,29254.81551187475,0.016937623363,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,36515.8556107,1727209,0.012537251837,0.593015112102,14861.401402221622,0.008604286686,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,36515.8556107,1727209,0.012537251837,0.593015112102,21654.454208478375,0.012537251837,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,42460.5733148,1727209,0.014578294604,0.593015112101,17280.811670637926,0.010005049575,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,42460.5733148,1727209,0.014578294604,0.593015112101,25179.761644162074,0.014578294604,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.5930151121,6489.344984995885,0.00375712782,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.5930151121,9455.583630104114,0.005474487239,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.5930151121,6489.344984995885,0.00375712782,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.5930151121,9455.583630104114,0.005474487239,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,49607.9882395,1727209,0.008516134037,0.29650755605,34898.84488603634,0.020205339878,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,49607.9882395,1727209,0.008516134037,0.29650755605,14709.143353463658,0.008516134037,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,36719.9003279,1727209,0.00630365399,0.29650755605,25832.172423278826,0.014956020043,0.04,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
high,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,36719.9003279,1727209,0.00630365399,0.29650755605,10887.727904621175,0.00630365399,0.04,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
