scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,regional_number_of_dwellings,regional_modelled_stock_dwellings,allocation_share_within_region,renovated_fraction,state_dwellings,state_share_within_region,annual_renovation_rate_scenario,target_label_2050,target_energy_score_2050_kWh_m2_year,renovation_package_id,U_wall_renovated,U_roof_renovated,U_floor_renovated,U_window_renovated,v50_renovated,ventilation_after_renovation,hrv_eta,summer_bypass,renovation_package_source,policy_source
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,89824.0662267,566042,0.180146843907,0.227045343419,69429.93026293878,0.122658619436,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,89824.0662267,566042,0.180146843907,0.227045343419,20394.135963761222,0.036029368781,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,89824.0662267,566042,0.180146843907,0.227045343419,69429.93026293878,0.122658619436,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,89824.0662267,566042,0.180146843907,0.227045343419,20394.135963761222,0.036029368781,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,1527.17588395,566042,0.003062830788,0.227045343419,1180.437710917705,0.002085424246,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,1527.17588395,566042,0.003062830788,0.227045343419,346.738173032295,0.000612566158,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,4237.8638777,566042,0.008499256764,0.227045343419,3275.676618223288,0.005786985097,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,4237.8638777,566042,0.008499256764,0.227045343419,962.187259476712,0.001699851353,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,43549.1128195,566042,0.087340014307,0.227045343419,33661.48954378214,0.059468183534,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_08,Terraced house,1946-1970,renovated_TABULA_low_energy,43549.1128195,566042,0.087340014307,0.227045343419,9887.623275717862,0.017468002861,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,as_is_TABULA,44966.4491364,566042,0.090182556122,0.227045343419,34757.02624987289,0.061403617134,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,renovated_TABULA_low_energy,44966.4491364,566042,0.090182556122,0.227045343419,10209.422886527109,0.018036511224,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_10,"Apartment, exposed",1946-1970,as_is_TABULA,44966.4491364,566042,0.090182556122,0.227045343419,34757.02624987289,0.061403617134,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_10,"Apartment, exposed",1946-1970,renovated_TABULA_low_energy,44966.4491364,566042,0.090182556122,0.227045343419,10209.422886527109,0.018036511224,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,770.660885841,566042,0.001159200414,0.170284007565,639.429661726685,0.001129650559,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,770.660885841,566042,0.001159200414,0.170284007565,131.231224114315,0.000231840083,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,2138.55913022,566042,0.003216743803,0.170284007564,1774.39671111321,0.003134743908,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,2138.55913022,566042,0.003216743803,0.170284007564,364.16241910679,0.000643348761,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,21976.2492427,566042,0.033055884478,0.170284007564,18234.04545041739,0.032213237623,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,21976.2492427,566042,0.033055884478,0.170284007564,3742.203792282611,0.006611176896,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,22691.4816354,566042,0.034131711343,0.170284007564,18827.485204951834,0.033261639958,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,22691.4816354,566042,0.034131711343,0.170284007564,3863.996430448165,0.006826342269,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,22691.4816354,566042,0.034131711343,0.170284007564,18827.485204951834,0.033261639958,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,22691.4816354,566042,0.034131711343,0.170284007564,3863.996430448165,0.006826342269,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,391.228658792,566042,0.000392314727,0.11352267171,346.815336196534,0.000612702478,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,391.228658792,566042,0.000392314727,0.11352267171,44.413322595466,0.000078462945,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,1085.64692413,566042,0.00108866073,0.11352267171,962.401384768774,0.001700229638,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,1085.64692413,566042,0.00108866073,0.11352267171,123.245539361226,0.000217732146,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,11156.3187836,566042,0.011187289236,0.113522671709,9889.823668843896,0.017471890193,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,11156.3187836,566042,0.011187289236,0.113522671709,1266.495114756104,0.002237457847,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,11519.4089765,566042,0.011551387384,0.11352267171,10211.694892965854,0.018040525072,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,11519.4089765,566042,0.011551387384,0.11352267171,1307.714083534147,0.002310277477,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,11519.4089765,566042,0.011551387384,0.11352267171,10211.694892965854,0.018040525072,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,11519.4089765,566042,0.011551387384,0.11352267171,1307.714083534147,0.002310277477,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,468.279018801,566042,0.000234789491,0.056761335855,441.698876141094,0.000780328803,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,468.279018801,566042,0.000234789491,0.056761335855,26.580142659906,0.000046957898,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,1299.45919086,566042,0.000651533275,0.056761335855,1225.700151297811,0.002165387288,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,1299.45919086,566042,0.000651533275,0.056761335855,73.759039562189,0.000130306655,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,13353.4951901,566042,0.006695282553,0.056761335855,12595.532964777898,0.022251940606,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,13353.4951901,566042,0.006695282553,0.056761335855,757.962225322102,0.001339056511,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,13788.094025,566042,0.006913185203,0.056761335855,13005.463389249979,0.022976145567,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,13788.094025,566042,0.006913185203,0.056761335855,782.630635750022,0.001382637041,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,13788.094025,566042,0.006913185203,0.056761335855,13005.463389249979,0.022976145567,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,13788.094025,566042,0.006913185203,0.056761335855,782.630635750022,0.001382637041,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
central,2050,Flemish Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,218732.632031,3244134,0.08875407963,0.987267393616,2785.036506937089,0.000858483807,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,218732.632031,3244134,0.08875407963,0.987267393616,215947.5955240629,0.066565559722,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,148063.576945,3244134,0.060079039768,0.987267393615,1885.235245229385,0.000581121262,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,148063.576945,3244134,0.060079039768,0.987267393615,146178.34169977062,0.045059279826,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,166016.362537,3244134,0.067363654538,0.987267393614,2113.820997791685,0.000651582517,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,166016.362537,3244134,0.067363654538,0.987267393614,163902.54153920832,0.050522740904,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,118817.687926,3244134,0.048212077172,0.987267393616,1512.858851794968,0.000466336733,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,118817.687926,3244134,0.048212077172,0.987267393616,117304.82907420503,0.036159057879,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,118817.687926,3244134,0.048212077172,0.987267393616,1512.858851794968,0.000466336733,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,118817.687926,3244134,0.048212077172,0.987267393616,117304.82907420503,0.036159057879,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,223073.629376,3244134,0.090515505076,0.987267393617,2840.308717345237,0.000875521393,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,223073.629376,3244134,0.090515505076,0.987267393617,220233.32065865476,0.067886628807,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,151002.066682,3244134,0.061271376502,0.987267393615,1922.649878322322,0.000592654273,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,151002.066682,3244134,0.061271376502,0.987267393615,149079.41680367768,0.045953532377,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,169311.14568,3244134,0.068700562721,0.987267393618,2155.772173983452,0.000664513912,0.03,label A / 100 kWh/m2.year,100,,,,,,,,,,,https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
central,2050,Flemish Region,BE_TABULA_08,Terraced house,1946-1970,renovated_TABULA_low_energy,169311.14568,3244134,0.068700562721,0.987267393618,167155.37350601653,0.051525422041,0.03,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
