timestamp,T_out_C,I_solar_W_m2,scenario,role,window,gcm_model,rcm_model,ensemble_member,source_files
2006-01-01 12:00:00,-0.4549926758,53.5889358521,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-02 12:00:00,3.6566711426,15.1521177292,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-03 12:00:00,9.6443725586,16.5013675690,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-04 12:00:00,10.7417541504,33.9081954956,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-05 12:00:00,8.3732238770,6.1089744568,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-06 12:00:00,3.1677490234,46.9705657959,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-07 12:00:00,0.1595397949,58.0697479248,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-08 12:00:00,1.5839782715,42.6082153320,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-09 12:00:00,4.3434082031,27.4247035980,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-10 12:00:00,3.4713073730,26.4369373322,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-11 12:00:00,2.8560119629,35.6214828491,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-12 12:00:00,2.1108032227,32.4022407532,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-13 12:00:00,0.3566223145,25.6328544617,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-14 12:00:00,1.0871520996,34.1993026733,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-15 12:00:00,-0.0869201660,27.3824920654,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-16 12:00:00,1.6243530273,50.2380409241,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-17 12:00:00,0.5113769531,39.8905372620,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-18 12:00:00,-0.0862487793,49.9904365540,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-19 12:00:00,2.5526672363,40.3555831909,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-20 12:00:00,2.2481628418,24.7389068604,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
2006-01-21 12:00:00,1.8286682129,56.7966766357,rcp_2_6,baseline,observed_anchor,cnrm_cerfacs_cm5,cnrm_aladin63,r1i1p1,"[""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/tas_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc"",""data/raw/cordex/cds/rcp_2_6/baseline_2006_2023/rsds_EUR-11_CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_CNRM-ALADIN63_v2_day_20060101-20231231.nc""]"
